name,Tier,Text,generation_type,required_level,Spawn_weights
The Shaper's,4/16,+3% to maximum Cold Resistance,prefix,86,"shield_shaper, default"
The Shaper's,13/16,+1% to maximum Lightning Resistance,prefix,75,"shield_shaper, default"
The Shaper's,9/16,+2% to maximum Lightning Resistance,prefix,80,"shield_shaper, default"
The Shaper's,4/16,+3% to maximum Lightning Resistance,prefix,86,"shield_shaper, default"
The Shaper's,5/6,+1% to all maximum Resistances,prefix,80,"shield_shaper, default"
The Shaper's,2/6,+2% to all maximum Resistances,prefix,85,"shield_shaper, default"
of the Elder,1/1,Socketed Gems are Supported by Level 5 Cast when Damage Taken,suffix,68,"shield_elder, default"
The Elder's,10/12,(3-6)% increased maximum Life,prefix,68,"shield_elder, default"
The Elder's,6/12,(7-10)% increased maximum Life,prefix,84,"shield_elder, default"
of Shaping,4/4,Socketed Gems have 20% increased Reservation Efficiency,suffix,68,"shield_shaper, default"
of Shaping,2/4,Socketed Gems have 30% increased Reservation Efficiency,suffix,80,"shield_shaper, default"
of Shaping,3/4,(9-12)% Chance to Block Spell Damage,suffix,68,"shield_shaper, default"
of Shaping,1/4,(12.3-15)% Chance to Block Spell Damage,suffix,75,"shield_shaper, default"
of Shaping,11/22,(7-9)% Chance to Block Spell Damage,suffix,68,"shield_shaper, default"
of Shaping,6/22,(10-12)% Chance to Block Spell Damage,suffix,75,"shield_shaper, default"
The Elder's,2/2,+(500-650) Armour if you've Blocked Recently,prefix,68,"shield_elder, default"
The Elder's,1/2,+(651-800) Armour if you've Blocked Recently,prefix,75,"shield_elder, default"
of the Elder,2/2,+(2-3)% Chance to Block Attack Damage if there are at least 5 nearby Enemies,suffix,68,"shield_elder, default"
of the Elder,1/2,+(4-5)% Chance to Block Attack Damage if there are at least 5 nearby Enemies,suffix,75,"shield_elder, default"
of Shaping,2/2,"Gain an Endurance, Frenzy or Power charge when you Block",suffix,68,"shield_shaper, default"
of Shaping,16/28,+(4.5-7.5)% chance to Suppress Spell Damage,suffix,68,"shield_shaper, default"
The Elder's,2/2,1% increased Damage per 1% Chance to Block Attack Damage,prefix,68,"shield_elder, default"
of Shaping,4/4,(25-40)% chance to Chill Attackers for 4 seconds on Block,suffix,68,"shield_shaper, default"
of Shaping,2/4,(41-50)% chance to Chill Attackers for 4 seconds on Block,suffix,75,"shield_shaper, default"
of Shaping,4/4,(25-40)% chance to Shock Attackers for 4 seconds on Block,suffix,68,"shield_shaper, default"
of Shaping,2/4,(41-50)% chance to Shock Attackers for 4 seconds on Block,suffix,75,"shield_shaper, default"
of Shaping,2/2,Recover (3-5)% of Life when you Block,suffix,68,"shield_shaper, default"
of Shaping,2/2,Recover (3-5)% of your maximum Mana when you Block,suffix,68,"shield_shaper, default"
of Shaping,2/2,Recover (3-5)% of Energy Shield when you Block,suffix,68,"shield_shaper, default"
The Shaper's,1/1,+1 to maximum number of Summoned Totems,prefix,70,"shield_shaper, default"
The Elder's,1/1,Socketed Gems are Supported by Level 10 Endurance Charge on Melee Stun,prefix,68,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, 2h_mace_elder, staff_elder, warstaff_elder, default"
The Elder's,1/1,Socketed Gems are Supported by Level 10 Momentum,prefix,68,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, bow_elder, default"
The Elder's,1/1,Socketed Gems are Supported by Level 10 Power Charge On Critical Strike,prefix,68,"grants_2h_support, staff_elder, warstaff_elder, default"
The Elder's,1/1,Socketed Gems are Supported by Level 1 Fortify,prefix,68,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, 2h_mace_elder, staff_elder, warstaff_elder, default"
The Shaper's,1/1,Socketed Gems are Supported by Level 1 Arcane Surge,prefix,68,"grants_2h_support, staff_shaper, default"
The Elder's,1/1,Socketed Gems are Supported by Level 1 Inspiration,prefix,68,"grants_2h_support, staff_elder, warstaff_elder, default"
The Elder's,3/3,(101-115)% increased Physical Damage<br>Socketed Gems are Supported by Level 16 Melee Physical Damage,prefix,68,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
The Elder's,2/3,(116-126)% increased Physical Damage<br>Socketed Gems are Supported by Level 18 Melee Physical Damage,prefix,75,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
The Elder's,1/3,(127-134)% increased Physical Damage<br>Socketed Gems are Supported by Level 20 Melee Physical Damage,prefix,80,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
The Elder's,3/3,(101-115)% increased Physical Damage<br>Socketed Gems are Supported by Level 16 Brutality,prefix,68,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
The Elder's,2/3,(116-126)% increased Physical Damage<br>Socketed Gems are Supported by Level 18 Brutality,prefix,75,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
The Elder's,1/3,(127-134)% increased Physical Damage<br>Socketed Gems are Supported by Level 20 Brutality,prefix,80,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
The Shaper's,3/3,(101-115)% increased Physical Damage<br>Socketed Gems are Supported by Level 16 Added Fire Damage,prefix,68,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, default"
The Shaper's,2/3,(116-126)% increased Physical Damage<br>Socketed Gems are Supported by Level 18 Added Fire Damage,prefix,75,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, default"
The Shaper's,1/3,(127-134)% increased Physical Damage<br>Socketed Gems are Supported by Level 20 Added Fire Damage,prefix,80,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, default"
The Elder's,3/3,(101-115)% increased Physical Damage<br>Socketed Gems are Supported by Level 16 Ruthless,prefix,68,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
The Elder's,2/3,(116-126)% increased Physical Damage<br>Socketed Gems are Supported by Level 18 Ruthless,prefix,75,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
The Elder's,1/3,(127-134)% increased Physical Damage<br>Socketed Gems are Supported by Level 20 Ruthless,prefix,80,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
The Elder's,3/3,(101-115)% increased Physical Damage<br>Socketed Gems are Supported by Level 16 Momentum,prefix,68,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, default"
The Elder's,2/3,(116-126)% increased Physical Damage<br>Socketed Gems are Supported by Level 18 Momentum,prefix,75,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, default"
The Elder's,1/3,(127-134)% increased Physical Damage<br>Socketed Gems are Supported by Level 20 Momentum,prefix,80,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, default"
The Elder's,3/3,(101-115)% increased Physical Damage<br>Socketed Gems are Supported by Level 16 Endurance Charge on Melee Stun,prefix,68,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, staff_elder, default"
The Elder's,2/3,(116-126)% increased Physical Damage<br>Socketed Gems are Supported by Level 18 Endurance Charge on Melee Stun,prefix,75,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, staff_elder, default"
The Elder's,1/3,(127-134)% increased Physical Damage<br>Socketed Gems are Supported by Level 20 Endurance Charge on Melee Stun,prefix,80,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, staff_elder, default"
The Elder's,3/3,(101-115)% increased Physical Damage<br>Socketed Gems are Supported by Level 16 Fortify,prefix,68,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, staff_elder, default"
The Elder's,2/3,(116-126)% increased Physical Damage<br>Socketed Gems are Supported by Level 18 Fortify,prefix,75,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, staff_elder, default"
The Elder's,1/3,(127-134)% increased Physical Damage<br>Socketed Gems are Supported by Level 20 Fortify,prefix,80,"grants_2h_support, 2h_sword_elder, 2h_axe_elder, staff_elder, default"
The Elder's,3/3,(101-115)% increased Physical Damage<br>Socketed Gems are Supported by Level 16 Power Charge On Critical Strike,prefix,68,"grants_2h_support, staff_elder, default"
The Elder's,2/3,(116-126)% increased Physical Damage<br>Socketed Gems are Supported by Level 18 Power Charge On Critical Strike,prefix,75,"grants_2h_support, staff_elder, default"
The Elder's,1/3,(127-134)% increased Physical Damage<br>Socketed Gems are Supported by Level 20 Power Charge On Critical Strike,prefix,80,"grants_2h_support, staff_elder, default"
The Elder's,3/3,(101-115)% increased Physical Damage<br>Socketed Gems are Supported by Level 16 Iron Grip,prefix,68,"grants_2h_support, bow_elder, default"
The Elder's,2/3,(116-126)% increased Physical Damage<br>Socketed Gems are Supported by Level 18 Iron Grip,prefix,75,"grants_2h_support, bow_elder, default"
The Elder's,1/3,(127-134)% increased Physical Damage<br>Socketed Gems are Supported by Level 20 Iron Grip,prefix,80,"grants_2h_support, bow_elder, default"
The Elder's,3/3,(101-115)% increased Physical Damage<br>Socketed Gems are supported by Level 16 Faster Projectiles,prefix,68,"grants_2h_support, bow_elder, default"
The Elder's,2/3,(116-126)% increased Physical Damage<br>Socketed Gems are supported by Level 18 Faster Projectiles,prefix,75,"grants_2h_support, bow_elder, default"
The Elder's,1/3,(127-134)% increased Physical Damage<br>Socketed Gems are supported by Level 20 Faster Projectiles,prefix,80,"grants_2h_support, bow_elder, default"
The Elder's,3/3,(101-115)% increased Physical Damage<br>Socketed Gems are Supported by Level 16 Vicious Projectiles,prefix,68,"grants_2h_support, bow_elder, default"
The Elder's,2/3,(116-126)% increased Physical Damage<br>Socketed Gems are Supported by Level 18 Vicious Projectiles,prefix,75,"grants_2h_support, bow_elder, default"
The Elder's,1/3,(127-134)% increased Physical Damage<br>Socketed Gems are Supported by Level 20 Vicious Projectiles,prefix,80,"grants_2h_support, bow_elder, default"
of Shaping,3/3,Socketed Gems are supported by Level 16 Melee Splash<br>(23-27)% increased Area Damage,suffix,68,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, default"
of Shaping,2/3,Socketed Gems are supported by Level 18 Melee Splash<br>(28-32)% increased Area Damage,suffix,75,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, default"
of Shaping,1/3,Socketed Gems are supported by Level 20 Melee Splash<br>(33-37)% increased Area Damage,suffix,80,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, default"
of the Elder,3/3,Socketed Gems are Supported by Level 16 Ancestral Call<br>(5-8)% increased Area of Effect,suffix,68,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
of the Elder,2/3,Socketed Gems are Supported by Level 18 Ancestral Call<br>(9-12)% increased Area of Effect,suffix,75,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
of the Elder,1/3,Socketed Gems are Supported by Level 20 Ancestral Call<br>(13-15)% increased Area of Effect,suffix,80,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
of the Elder,2/2,(17-19)% increased Attack Speed<br>Socketed Gems are supported by Level 18 Multistrike,suffix,68,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
of the Elder,1/2,(20-21)% increased Attack Speed<br>Socketed Gems are supported by Level 20 Multistrike,suffix,75,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, default"
of Shaping,4/4,(17-19)% increased Attack Speed<br>Socketed Gems are Supported by Level 18 Faster Attacks,suffix,68,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, default"
of Shaping,2/4,(20-21)% increased Attack Speed<br>Socketed Gems are Supported by Level 20 Faster Attacks,suffix,75,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, default"
of the Elder,2/2,(8-10)% increased Attack Speed<br>Socketed Gems are Supported by Level 18 Momentum,suffix,68,"wand_elder, default"
of the Elder,1/2,(11-12)% increased Attack Speed<br>Socketed Gems are Supported by Level 20 Momentum,suffix,75,"wand_elder, default"
of Shaping,3/4,(8-10)% increased Attack Speed<br>Socketed Gems are Supported by Level 18 Faster Attacks,suffix,68,"wand_shaper, default"
of Shaping,1/4,(11-12)% increased Attack Speed<br>Socketed Gems are Supported by Level 20 Faster Attacks,suffix,75,"wand_shaper, default"
of Shaping,4/4,(17-19)% increased Attack Speed<br>(4-6)% chance to deal Double Damage,suffix,68,"2h_sword_shaper, 2h_axe_shaper, 2h_mace_shaper, staff_shaper, warstaff_shaper, default"
of Shaping,2/4,(20-21)% increased Attack Speed<br>(4-6)% chance to deal Double Damage,suffix,75,"2h_sword_shaper, 2h_axe_shaper, 2h_mace_shaper, staff_shaper, warstaff_shaper, default"
of the Elder,4/4,(17-19)% increased Attack Speed<br>20% increased Attack Speed if you've Killed Recently,suffix,68,"2h_sword_elder, 2h_axe_elder, 2h_mace_elder, staff_elder, warstaff_elder, default"
of the Elder,2/4,(20-21)% increased Attack Speed<br>20% increased Attack Speed if you've Killed Recently,suffix,75,"2h_sword_elder, 2h_axe_elder, 2h_mace_elder, staff_elder, warstaff_elder, default"
of Shaping,3/4,(8-10)% increased Attack Speed<br>(4-6)% chance to deal Double Damage,suffix,68,"bow_shaper, default"
of Shaping,1/4,(11-12)% increased Attack Speed<br>(4-6)% chance to deal Double Damage,suffix,75,"bow_shaper, default"
of the Elder,3/4,(8-10)% increased Attack Speed<br>20% increased Attack Speed if you've Killed Recently,suffix,68,"bow_elder, default"
of the Elder,1/4,(11-12)% increased Attack Speed<br>20% increased Attack Speed if you've Killed Recently,suffix,75,"bow_elder, default"
of Shaping,2/2,(22-25)% increased Critical Strike Chance<br>Socketed Gems are Supported by Level 18 Increased Critical Strikes,suffix,68,"grants_crit_chance_support, sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, default"
of Shaping,1/2,(26-29)% increased Critical Strike Chance<br>Socketed Gems are Supported by Level 20 Increased Critical Strikes,suffix,75,"grants_crit_chance_support, sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, default"
of Shaping,2/2,(22-25)% increased Critical Strike Chance<br>50% increased Critical Strike Chance if you have Killed Recently,suffix,68,"2h_sword_shaper, 2h_axe_shaper, 2h_mace_shaper, staff_shaper, warstaff_shaper, bow_shaper, default"
of Shaping,1/2,(26-29)% increased Critical Strike Chance<br>50% increased Critical Strike Chance if you have Killed Recently,suffix,75,"2h_sword_shaper, 2h_axe_shaper, 2h_mace_shaper, staff_shaper, warstaff_shaper, bow_shaper, default"
of the Elder,2/2,(22-25)% increased Critical Strike Chance<br>+50% to Critical Strike Multiplier if you haven't dealt a Critical Strike Recently,suffix,68,"2h_sword_elder, 2h_axe_elder, 2h_mace_elder, staff_elder, warstaff_elder, bow_elder, default"
of the Elder,1/2,(26-29)% increased Critical Strike Chance<br>+50% to Critical Strike Multiplier if you haven't dealt a Critical Strike Recently,suffix,75,"2h_sword_elder, 2h_axe_elder, 2h_mace_elder, staff_elder, warstaff_elder, bow_elder, default"
of the Elder,2/2,+(22-25)% to Global Critical Strike Multiplier<br>Socketed Gems are supported by Level 18 Increased Critical Damage,suffix,68,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, wand_elder, default"
of the Elder,1/2,+(26-29)% to Global Critical Strike Multiplier<br>Socketed Gems are supported by Level 20 Increased Critical Damage,suffix,75,"sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, wand_elder, default"
of Shaping,2/2,+(22-25)% to Global Critical Strike Multiplier<br>(5-8)% chance to gain a Power Charge on Critical Strike,suffix,68,"bow_shaper, default"
of Shaping,1/2,+(26-29)% to Global Critical Strike Multiplier<br>(9-10)% chance to gain a Power Charge on Critical Strike,suffix,75,"bow_shaper, default"
The Shaper's,2/2,(28-32)% increased Elemental Damage with Attack Skills<br>Socketed Gems are supported by Level 18 Elemental Damage with Attacks,prefix,68,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, default"
The Shaper's,1/2,(33-37)% increased Elemental Damage with Attack Skills<br>Socketed Gems are supported by Level 20 Elemental Damage with Attacks,prefix,75,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, default"
of Shaping,2/2,15% chance to Maim on Hit<br>Socketed Gems are Supported by Level 18 Maim,suffix,68,"grants_2h_support, 2h_mace_shaper, sword_shaper, axe_shaper, mace_shaper, claw_shaper, dagger_shaper, rune_dagger_shaper, default"
of Shaping,1/2,20% chance to Maim on Hit<br>Socketed Gems are Supported by Level 20 Maim,suffix,75,"grants_2h_support, 2h_mace_shaper, sword_shaper, axe_shaper, mace_shaper, claw_shaper, dagger_shaper, rune_dagger_shaper, default"
of the Elder,2/2,15% chance to Poison on Hit<br>Socketed Gems are Supported by Level 18 Chance to Poison,suffix,68,"sword_elder, axe_elder, mace_elder, claw_elder, default"
of the Elder,1/2,20% chance to Poison on Hit<br>Socketed Gems are Supported by Level 20 Chance to Poison,suffix,75,"sword_elder, axe_elder, mace_elder, claw_elder, default"
of the Elder,2/2,10% chance to cause Bleeding on Hit<br>Socketed Gems are Supported by Level 18 Chance To Bleed,suffix,68,"sword_elder, axe_elder, mace_elder, claw_elder, dagger_elder, rune_dagger_elder, default"
of the Elder,1/2,15% chance to cause Bleeding on Hit<br>Socketed Gems are Supported by Level 20 Chance To Bleed,suffix,75,"sword_elder, axe_elder, mace_elder, claw_elder, dagger_elder, rune_dagger_elder, default"
The Shaper's,15/16,Gain (7-12)% of Physical Damage as Extra Fire Damage,prefix,68,"2h_sword_shaper, sword_shaper, axe_shaper, mace_shaper, sceptre_shaper, staff_shaper, warstaff_shaper, default"
The Shaper's,7/16,Gain (13-17)% of Physical Damage as Extra Fire Damage,prefix,75,"2h_sword_shaper, sword_shaper, axe_shaper, mace_shaper, sceptre_shaper, staff_shaper, warstaff_shaper, default"
The Shaper's,2/16,Gain (18-20)% of Physical Damage as Extra Fire Damage,prefix,80,"2h_sword_shaper, sword_shaper, axe_shaper, mace_shaper, sceptre_shaper, staff_shaper, warstaff_shaper, default"
The Shaper's,16/18,Gain (7-12)% of Physical Damage as Extra Cold Damage,prefix,68,"bow_shaper, 2h_sword_shaper, sword_shaper, axe_shaper, claw_shaper, dagger_shaper, rune_dagger_shaper, default"
The Shaper's,7/18,Gain (13-17)% of Physical Damage as Extra Cold Damage,prefix,75,"bow_shaper, 2h_sword_shaper, sword_shaper, axe_shaper, claw_shaper, dagger_shaper, rune_dagger_shaper, default"
The Shaper's,2/18,Gain (18-20)% of Physical Damage as Extra Cold Damage,prefix,80,"bow_shaper, 2h_sword_shaper, sword_shaper, axe_shaper, claw_shaper, dagger_shaper, rune_dagger_shaper, default"
The Shaper's,15/16,Gain (7-12)% of Physical Damage as Extra Lightning Damage,prefix,68,"claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, staff_shaper, warstaff_shaper, default"
The Shaper's,7/16,Gain (13-17)% of Physical Damage as Extra Lightning Damage,prefix,75,"claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, staff_shaper, warstaff_shaper, default"
The Shaper's,2/16,Gain (18-20)% of Physical Damage as Extra Lightning Damage,prefix,80,"claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, staff_shaper, warstaff_shaper, default"
of Shaping,6/6,(5-6)% chance to gain Onslaught for 4 seconds on Kill,suffix,68,"bow_shaper, 2h_axe_shaper, 2h_sword_shaper, sword_shaper, quiver_shaper, axe_shaper, claw_shaper, default"
of Shaping,2/6,(7-8)% chance to gain Onslaught for 4 seconds on Kill,suffix,75,"bow_shaper, 2h_axe_shaper, 2h_sword_shaper, sword_shaper, quiver_shaper, axe_shaper, claw_shaper, default"
of Shaping,1/6,(9-10)% chance to gain Onslaught for 4 seconds on Kill,suffix,83,"bow_shaper, 2h_axe_shaper, 2h_sword_shaper, sword_shaper, quiver_shaper, axe_shaper, claw_shaper, default"
of the Elder,6/6,(5-6)% chance to gain Unholy Might for 3 seconds on Kill,suffix,68,"claw_elder, staff_elder, warstaff_elder, default"
of the Elder,2/6,(7-8)% chance to gain Unholy Might for 3 seconds on Kill,suffix,75,"claw_elder, staff_elder, warstaff_elder, default"
of the Elder,1/6,(9-10)% chance to gain Unholy Might for 3 seconds on Kill,suffix,84,"claw_elder, staff_elder, warstaff_elder, default"
of the Elder,9/11,(5-6)% chance to Blind Enemies on Hit with Attacks,suffix,68,"bow_elder, 2h_axe_elder, 2h_sword_elder, sword_elder, axe_elder, claw_elder, default"
of the Elder,4/11,(7-8)% chance to Blind Enemies on Hit with Attacks,suffix,75,"bow_elder, 2h_axe_elder, 2h_sword_elder, sword_elder, axe_elder, claw_elder, default"
of the Elder,2/11,(9-10)% chance to Blind Enemies on Hit with Attacks,suffix,81,"bow_elder, 2h_axe_elder, 2h_sword_elder, sword_elder, axe_elder, claw_elder, default"
of Shaping,8/11,(5-6)% chance to Blind Enemies on Hit with Attacks,suffix,68,"quiver_shaper, default"
of Shaping,3/11,(7-8)% chance to Blind Enemies on Hit with Attacks,suffix,75,"quiver_shaper, default"
of Shaping,1/11,(9-10)% chance to Blind Enemies on Hit with Attacks,suffix,81,"quiver_shaper, default"
of Shaping,6/6,+(2-4)% Chance to Block Attack Damage while Dual Wielding,suffix,68,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, default"
of Shaping,2/6,+(5-7)% Chance to Block Attack Damage while Dual Wielding,suffix,75,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, default"
of Shaping,1/6,+(8-9)% Chance to Block Attack Damage while Dual Wielding,suffix,80,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, default"
of the Elder,6/6,(23-27)% increased Physical Attack Damage while Dual Wielding,suffix,68,"sword_elder, axe_elder, mace_elder, claw_elder, default"
of the Elder,2/6,(28-32)% increased Physical Attack Damage while Dual Wielding,suffix,75,"sword_elder, axe_elder, mace_elder, claw_elder, default"
of the Elder,1/6,(33-37)% increased Physical Attack Damage while Dual Wielding,suffix,80,"sword_elder, axe_elder, mace_elder, claw_elder, default"
of Shaping,18/21,Damage Penetrates (5-6)% Elemental Resistances,suffix,68,"bow_shaper, 2h_axe_shaper, 2h_mace_shaper, 2h_sword_shaper, sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, wand_shaper, staff_shaper, default"
of Shaping,10/21,Damage Penetrates (7-8)% Elemental Resistances,suffix,75,"bow_shaper, 2h_axe_shaper, 2h_mace_shaper, 2h_sword_shaper, sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, wand_shaper, staff_shaper, default"
of Shaping,3/21,Damage Penetrates (9-10)% Elemental Resistances,suffix,83,"bow_shaper, 2h_axe_shaper, 2h_mace_shaper, 2h_sword_shaper, sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, wand_shaper, staff_shaper, default"
The Shaper's,17/21,Damage Penetrates 4% Elemental Resistances,prefix,68,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, default"
The Shaper's,9/21,Damage Penetrates 5% Elemental Resistances,prefix,75,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, default"
The Shaper's,2/21,Damage Penetrates 6% Elemental Resistances,prefix,83,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, default"
The Shaper's,16/21,Damage Penetrates (7-8)% Elemental Resistances,prefix,68,"2h_sword_shaper, 2h_axe_shaper, 2h_mace_shaper, bow_shaper, staff_shaper, warstaff_shaper, default"
The Shaper's,8/21,Damage Penetrates (9-10)% Elemental Resistances,prefix,75,"2h_sword_shaper, 2h_axe_shaper, 2h_mace_shaper, bow_shaper, staff_shaper, warstaff_shaper, default"
The Shaper's,1/21,Damage Penetrates (11-12)% Elemental Resistances,prefix,83,"2h_sword_shaper, 2h_axe_shaper, 2h_mace_shaper, bow_shaper, staff_shaper, warstaff_shaper, default"
The Shaper's,2/4,Socketed Skills deal 40% more Attack Damage,prefix,83,"sword_shaper, axe_shaper, mace_shaper, claw_shaper, sceptre_shaper, dagger_shaper, rune_dagger_shaper, wand_shaper, default"
The Shaper's,1/4,Socketed Skills deal 20% more Attack Damage,prefix,83,"2h_sword_shaper, 2h_axe_shaper, 2h_mace_shaper, bow_shaper, staff_shaper, warstaff_shaper, default"
The Shaper's,2/4,Socketed Skills deal 40% more Spell Damage,prefix,83,"sceptre_shaper, rune_dagger_shaper, wand_shaper, default"
The Shaper's,1/4,Socketed Skills deal 20% more Spell Damage,prefix,83,"staff_shaper, default"
The Elder's,1/2,60% chance for Poisons inflicted with this Weapon to deal 100% more Damage,prefix,83,"bow_elder, 2h_axe_elder, 2h_mace_elder, 2h_sword_elder, sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, wand_elder, staff_elder, warstaff_elder, default"
The Elder's,1/2,60% chance for Bleeding inflicted with this Weapon to deal 100% more Damage,prefix,83,"bow_elder, 2h_axe_elder, 2h_mace_elder, 2h_sword_elder, sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, wand_elder, staff_elder, warstaff_elder, default"
The Elder's,3/3,+(37-42)% to Damage over Time Multiplier for Bleeding from Hits with this Weapon,prefix,68,"bow_elder, 2h_axe_elder, 2h_mace_elder, 2h_sword_elder, sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, wand_elder, staff_elder, warstaff_elder, default"
The Elder's,2/3,+(43-50)% to Damage over Time Multiplier for Bleeding from Hits with this Weapon,prefix,75,"bow_elder, 2h_axe_elder, 2h_mace_elder, 2h_sword_elder, sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, wand_elder, staff_elder, warstaff_elder, default"
The Elder's,1/3,+(51-59)% to Damage over Time Multiplier for Bleeding from Hits with this Weapon,prefix,83,"bow_elder, 2h_axe_elder, 2h_mace_elder, 2h_sword_elder, sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, wand_elder, staff_elder, warstaff_elder, default"
The Elder's,3/3,+(37-42)% to Damage over Time Multiplier for Poison inflicted with this Weapon,prefix,68,"bow_elder, 2h_axe_elder, 2h_mace_elder, 2h_sword_elder, sword_elder, axe_elder, mace_elder, claw_elder, sceptre_elder, dagger_elder, rune_dagger_elder, wand_elder, staff_elder, warstaff_elder, default"
