name,Text,required_level,Enchant_pos
Enchantment Herald Of Purity Mana Reservation 2,Herald of Purity has 75% increased Mana Reservation Efficiency,75,h
Enchantment Herald Of Thunder Damage 1,25% increased Herald of Thunder Damage,66,h
Enchantment Herald Of Thunder Damage 2,40% increased Herald of Thunder Damage,75,h
Enchantment Herald Of Thunder Mana Reservation 1,Herald of Thunder has 50% increased Mana Reservation Efficiency,66,h
Enchantment Herald Of Thunder Mana Reservation 2,Herald of Thunder has 75% increased Mana Reservation Efficiency,75,h
Enchantment Hexblast Chance to not Consume Hex 1,Hexblast has 10% chance to not remove a Hex,66,h
Enchantment Hexblast Chance to not Consume Hex 2,Hexblast has 15% chance to not remove a Hex,75,h
Enchantment Hexblast Damage 1,Hexblast deals 25% increased Damage,66,h
Enchantment Hexblast Damage 2,Hexblast deals 40% increased Damage,75,h
Enchantment Hexblast Area Of Effect 1,Hexblast has 16% increased Area of Effect,66,h
Enchantment Hexblast Area Of Effect 2,Hexblast has 24% increased Area of Effect,75,h
Enchantment Holy Relic Buff Effect 1,Summoned Holy Relics have 40% increased Buff Effect,66,h
Enchantment Holy Relic Buff Effect 2,Summoned Holy Relics have 60% increased Buff Effect,75,h
Enchantment Holy Relic Damage 1,Summoned Holy Relics deal 25% increased Damage,66,h
Enchantment Holy Relic Damage 2,Summoned Holy Relics deal 40% increased Damage,75,h
Enchantment Holy Relic Area Of Effect 1,Summoned Holy Relics have 16% increased Area of Effect,66,h
Enchantment Holy Relic Area Of Effect 2,Summoned Holy Relics have 24% increased Area of Effect,75,h
Enchantment Ice Crash Damage 1,25% increased Ice Crash Damage,66,h
Enchantment Ice Crash Damage 2,40% increased Ice Crash Damage,75,h
Enchantment Ice Crash Physical Damage Percent To Add As Cold Damage 1,10% of Ice Crash Physical Damage gained as Extra Cold Damage,66,h
Enchantment Ice Crash Physical Damage Percent To Add As Cold Damage 2,15% of Ice Crash Physical Damage gained as Extra Cold Damage,75,h
Enchantment Ice Crash Area Of Effect 1,16% increased Ice Crash Area of Effect,66,h
Enchantment Ice Crash Area Of Effect 2,24% increased Ice Crash Area of Effect,75,h
Enchantment Ice Golem Elemental Resistances 1,+24% to Ice Golem Elemental Resistances,66,h
Enchantment Ice Golem Elemental Resistances 2,+36% to Ice Golem Elemental Resistances,75,h
Enchantment Ice Golem Grants Percent Additional Critical Strike Chance And Accuracy 1,100% increased Effect of the Buff granted by your Ice Golems,66,h
Enchantment Ice Golem Grants Percent Additional Critical Strike Chance And Accuracy 2,150% increased Effect of the Buff granted by your Ice Golems,75,h
Enchantment Ice Nova Damage 1,25% increased Ice Nova Damage,66,h
Enchantment Ice Nova Damage 2,40% increased Ice Nova Damage,75,h
Enchantment Ice Nova Freeze Chance 1,Ice Nova has +20% chance to Freeze,66,h
Enchantment Ice Nova Freeze Chance 2,Ice Nova has +30% chance to Freeze,75,h
Enchantment Ice Nova Minimum Chill 1,Chills from Ice Nova Hits always reduce Action Speed by at least 6%,66,h
Enchantment Ice Nova Minimum Chill 2,Chills from Ice Nova Hits always reduce Action Speed by at least 8%,75,h
Enchantment Ice Nova Area Of Effect 1,16% increased Ice Nova Area of Effect,66,h
Enchantment Ice Nova Area Of Effect 2,24% increased Ice Nova Area of Effect,75,h
Enchantment Ice Shot Cone Angle 1,Ice Shot has 30% increased Area of Effect angle,66,h
Enchantment Ice Shot Cone Angle 2,Ice Shot has 60% increased Area of Effect angle,75,h
Enchantment Ice Shot Damage 1,25% increased Ice Shot Damage,66,h
Enchantment Ice Shot Damage 2,40% increased Ice Shot Damage,75,h
Enchantment Ice Shot Area Of Effect 1,16% increased Ice Shot Area of Effect,66,h
Enchantment Ice Shot Area Of Effect 2,24% increased Ice Shot Area of Effect,75,h
Enchantment Ice Siphon Trap Chill Effect 1,Siphoning Trap has 25% increased Chill Effect,66,h
Enchantment Ice Siphon Trap Chill Effect 2,Siphoning Trap has 40% increased Chill Effect,75,h
Enchantment Ice Siphon Trap Damage 1,Siphoning Trap deals 25% increased Damage,66,h
Enchantment Ice Siphon Trap Damage 2,Siphoning Trap deals 40% increased Damage,75,h
Enchantment Ice Siphon Trap Damage Taken 1,Siphoning Trap's beam to you grants 1% reduced Damage taken for each other beam,75,h
Enchantment Ice Siphon Trap Duration 1,Siphoning Trap has 30% increased Skill Effect Duration,66,h
Enchantment Ice Siphon Trap Duration 2,Siphoning Trap has 45% increased Skill Effect Duration,75,h
Enchantment Ice Spear Additional Projectile 1,Ice Spear fires an additional Projectile,75,h
Enchantment Ice Spear Distance Before Form Change 1,Ice Spear travels 20% reduced distance before changing forms,66,h
Enchantment Ice Spear Distance Before Form Change 2,Ice Spear travels 30% reduced distance before changing forms,75,h
Enchantment Ice Spear Percent Chance To Gain Power Charge On Critical Strike 1,10% Chance to gain a Power Charge on Critical Strike with Ice Spear,66,h
Enchantment Ice Spear Percent Chance To Gain Power Charge On Critical Strike 2,15% Chance to gain a Power Charge on Critical Strike with Ice Spear,75,h
Enchantment Ice Spear Second Form Critical Strike Chance 1,200% increased Ice Spear Critical Strike Chance in second form,66,h
Enchantment Ice Spear Second Form Critical Strike Chance 2,300% increased Ice Spear Critical Strike Chance in second form,75,h
Enchantment Ice Trap Cold Penetration 1,Ice Trap Damage Penetrates 6% Cold Resistance,66,h
Enchantment Ice Trap Cold Penetration 2,Ice Trap Damage Penetrates 10% Cold Resistance,75,h
Enchantment Ice Trap Damage 1,25% increased Ice Trap Damage,66,h
Enchantment Ice Trap Damage 2,40% increased Ice Trap Damage,75,h
Enchantment Ice Trap Area Of Effect 1,16% increased Ice Trap Area of Effect,66,h
Enchantment Ice Trap Area Of Effect 2,24% increased Ice Trap Area of Effect,75,h
Enchantment Immortal Call Duration 1,24% increased Immortal Call Duration,66,h
Enchantment Immortal Call Duration 2,36% increased Immortal Call Duration,75,h
Enchantment Incinerate Area Of Effect 1,Incinerate has 16% increased Area of Effect,66,h
Enchantment Incinerate Area Of Effect 2,Incinerate has 24% increased Area of Effect,75,h
Enchantment Incinerate Damage 1,25% increased Incinerate Damage,66,h
Enchantment Incinerate Damage 2,40% increased Incinerate Damage,75,h
Enchantment Incinerate Damage Per Stage 3,10% increased Incinerate Damage for each stage,75,h
Enchantment Incinerate Maximum Stages 1,Incinerate has +1 to maximum stages,66,h
Enchantment Incinerate Maximum Stages 2,Incinerate has +2 to maximum stages,75,h
Enchantment Infernal Blow Damage 1,25% increased Infernal Blow Damage,66,h
Enchantment Infernal Blow Damage 2,40% increased Infernal Blow Damage,75,h
Enchantment Infernal Blow Increased Damage Per Stack 1,Infernal Blow Debuff deals an additional 3% of Damage per Charge,66,h
Enchantment Infernal Blow Increased Damage Per Stack 2,Infernal Blow Debuff deals an additional 5% of Damage per Charge,75,h
Enchantment Infernal Blow Physical Damage Percent To Add As Fire Damage 1,10% of Infernal Blow Physical Damage gained as Extra Fire Damage,66,h
Enchantment Infernal Blow Physical Damage Percent To Add As Fire Damage 2,15% of Infernal Blow Physical Damage gained as Extra Fire Damage,75,h
Enchantment Infernal Blow Area Of Effect 1,16% increased Infernal Blow Area of Effect,66,h
Enchantment Infernal Blow Area Of Effect 2,24% increased Infernal Blow Area of Effect,75,h
Enchantment Infernal Cry Combust Area Of Effect 1,Combust has 30% increased Area of Effect,75,h
Enchantment Infernal Cry Cooldown Speed 1,Infernal Cry has 20% increased Cooldown Recovery Rate,66,h
Enchantment Infernal Cry Cooldown Speed 2,Infernal Cry has 30% increased Cooldown Recovery Rate,75,h
Enchantment Intimidating Cry Area Of Effect 1,Intimidating Cry has 16% increased Area of Effect,66,h
Enchantment Intimidating Cry Area Of Effect 2,Intimidating Cry has 24% increased Area of Effect,75,h
Enchantment Intimidating Cry Cooldown Speed 1,Intimidating Cry has 20% increased Cooldown Recovery Rate,66,h
Enchantment Intimidating Cry Cooldown Speed 2,Intimidating Cry has 30% increased Cooldown Recovery Rate,75,h
Enchantment Intuitive Link Duration 1,20% increased Intuitive Link Duration,66,h
Enchantment Intuitive Link Duration 2,30% increased Intuitive Link Duration,75,h
Enchantment Kinetic Blast Damage 1,25% increased Kinetic Blast Damage,66,h
Enchantment Kinetic Blast Damage 2,40% increased Kinetic Blast Damage,75,h
Enchantment Kinetic Blast Explosions 1,Kinetic Blast has a 50% chance for an additional explosion,66,h
Enchantment Kinetic Blast Explosions 2,Kinetic Blast has a 75% chance for an additional explosion,75,h
Enchantment Kinetic Blast Area Of Effect 1,16% increased Kinetic Blast Area of Effect,66,h
Enchantment Kinetic Blast Area Of Effect 2,24% increased Kinetic Blast Area of Effect,75,h
Enchantment Kinetic Bolt Attack Speed 1,Kinetic Bolt has 10% increased Attack Speed,66,h
Enchantment Kinetic Bolt Attack Speed 2,Kinetic Bolt has 15% increased Attack Speed,75,h
Enchantment Kinetic Bolt Extra Bounces 1,Kinetic Bolt changes direction 1 additional time,66,h
Enchantment Kinetic Bolt Extra Bounces 2,Kinetic Bolt changes direction 2 additional times,75,h
Enchantment Kinetic Bolt Projectile Speed 1,Kinetic Bolt has 20% increased Projectile Speed,66,h
Enchantment Kinetic Bolt Projectile Speed 2,Kinetic Bolt has 30% increased Projectile Speed,75,h
Enchantment Lancing Steel Chance To Not Consume Shards 1,Lancing Steel has 20% chance to count as consuming Steel Shards without Consuming them,66,h
Enchantment Lancing Steel Chance To Not Consume Shards 2,Lancing Steel has 30% chance to count as consuming Steel Shards without Consuming them,75,h
Enchantment Lancing Steel Damage 1,Lancing Steel deals 25% increased Damage,66,h
Enchantment Lancing Steel Damage 2,Lancing Steel deals 40% increased Damage,75,h
Enchantment Lancing Steel Number of Additional Projectiles 1,Lancing Steel fires an additional Projectile,75,h
Enchantment Leap Slam Attack Speed 1,10% increased Leap Slam Attack Speed,66,h
Enchantment Leap Slam Attack Speed 2,15% increased Leap Slam Attack Speed,75,h
Enchantment Leap Slam Damage 1,25% increased Leap Slam Damage,66,h
Enchantment Leap Slam Damage 2,40% increased Leap Slam Damage,75,h
Enchantment Leap Slam Area Of Effect 1,16% increased Leap Slam Area of Effect,66,h
Enchantment Leap Slam Area Of Effect 2,24% increased Leap Slam Area of Effect,75,h
Enchantment Lightning Arrow Damage 1,25% increased Lightning Arrow Damage,66,h
Enchantment Lightning Arrow Damage 2,40% increased Lightning Arrow Damage,75,h
Enchantment Lightning Arrow Extra Targets 1,Lightning Arrow hits an additional Enemy,66,h
Enchantment Lightning Arrow Extra Targets 2,Lightning Arrow hits 2 additional Enemies,75,h
Enchantment Lightning Arrow Area Of Effect 1,16% increased Lightning Arrow Area of Effect,66,h
Enchantment Lightning Arrow Area Of Effect 2,24% increased Lightning Arrow Area of Effect,75,h
Enchantment Lightning Conduit Area of Effect 1,Lightning Conduit has 16% increased Area of Effect,66,h
Enchantment Lightning Conduit Area of Effect 2,Lightning Conduit has 24% increased Area of Effect,75,h
Enchantment Lightning Conduit Cast Speed 1,Lightning Conduit has 8% increased Cast Speed,66,h
Enchantment Lightning Conduit Cast Speed 2,Lightning Conduit has 12% increased Cast Speed,75,h
Enchantment Lightning Conduit Damage 1,Lightning Conduit deals 25% increased Damage,66,h
Enchantment Lightning Conduit Damage 2,Lightning Conduit deals 40% increased Damage,75,h
Enchantment Stormblast Mine Aura Effect 1,Stormblast Mine has 20% increased Aura Effect,66,h
Enchantment Stormblast Mine Aura Effect 2,Stormblast Mine has 40% increased Aura Effect,75,h
Enchantment Stormblast Mine Damage 1,Stormblast Mine deals 25% increased Damage,66,h
Enchantment Stormblast Mine Damage 2,Stormblast Mine deals 40% increased Damage,75,h
Enchantment Stormblast Mine Throwing Speed 1,Stormblast Mine has 10% increased Throwing Speed,66,h
Enchantment Stormblast Mine Throwing Speed 2,Stormblast Mine has 15% increased Throwing Speed,75,h
Enchantment Lightning Golem Elemental Resistances 1,+24% to Lightning Golem Elemental Resistances,66,h
Enchantment Lightning Golem Elemental Resistances 2,+36% to Lightning Golem Elemental Resistances,75,h
Enchantment Lightning Golem Granted Buff Effect 1,100% increased Effect of the Buff granted by your Lightning Golems,66,h
Enchantment Lightning Golem Granted Buff Effect 2,150% increased Effect of the Buff granted by your Lightning Golems,75,h
Enchantment Lightning Strike Additional Pierce 1,Lightning Strike pierces 2 additional Targets,66,h
Enchantment Lightning Strike Additional Pierce 2,Lightning Strike pierces 3 additional Targets,75,h
Enchantment Lightning Strike Damage 1,25% increased Lightning Strike Damage,66,h
Enchantment Lightning Strike Damage 2,40% increased Lightning Strike Damage,75,h
Enchantment Lightning Strike Num Of Additional Projectiles 1,Lightning Strike fires an additional Projectile,66,h
Enchantment Lightning Strike Num Of Additional Projectiles 2,Lightning Strike fires 2 additional Projectiles,75,h
Enchantment Lightning Tendrils Critical Strike Chance 1,40% increased Lightning Tendrils Critical Strike Chance,66,h
Enchantment Lightning Tendrils Critical Strike Chance 2,60% increased Lightning Tendrils Critical Strike Chance,75,h
Enchantment Lightning Tendrils Damage 1,25% increased Lightning Tendrils Damage,66,h
Enchantment Lightning Tendrils Damage 2,40% increased Lightning Tendrils Damage,75,h
Enchantment Lightning Tendrils Area Of Effect 1,16% increased Lightning Tendrils Area of Effect,66,h
Enchantment Lightning Tendrils Area Of Effect 2,24% increased Lightning Tendrils Area of Effect,75,h
Enchantment Lightning Tower Trap Additional Beams 1,Lightning Spire Trap strikes an additional area,75,h
Enchantment Lightning Tower Trap Throwing Speed 1,8% increased Lightning Spire Trap Throwing Speed,66,h
Enchantment Lightning Tower Trap Throwing Speed 2,12% increased Lightning Spire Trap Throwing Speed,75,h
Enchantment Lightning Tower Trap Cooldown Speed 1,Lightning Spire Trap has 10% increased Cooldown Recovery Rate,66,h
Enchantment Lightning Tower Trap Cooldown Speed 2,Lightning Spire Trap has 15% increased Cooldown Recovery Rate,75,h
Enchantment Lightning Tower Trap Damage 1,Lightning Spire Trap deals 25% increased Damage,66,h
Enchantment Lightning Tower Trap Damage 2,Lightning Spire Trap deals 40% increased Damage,75,h
Enchantment Lightning Tower Trap Duration 1,Lightning Spire Trap has 20% increased Skill Effect Duration,66,h
Enchantment Lightning Tower Trap Duration 2,Lightning Spire Trap has 30% increased Skill Effect Duration,75,h
Enchantment Lightning Trap Additional Pierce 1,Lightning Trap pierces 2 additional Targets,66,h
Enchantment Lightning Trap Additional Pierce 2,Lightning Trap pierces 3 additional Targets,75,h
Enchantment Lightning Trap Damage 1,25% increased Lightning Trap Damage,66,h
Enchantment Lightning Trap Damage 2,40% increased Lightning Trap Damage,75,h
Enchantment Lightning Trap Penetration 1,Lightning Trap Damage Penetrates 6% Lightning Resistance,66,h
Enchantment Lightning Trap Penetration 2,Lightning Trap Damage Penetrates 10% Lightning Resistance,75,h
Enchantment Lightning Trap Shock Effect 1,25% increased Lightning Trap Lightning Ailment Effect,66,h
Enchantment Lightning Trap Shock Effect 2,40% increased Lightning Trap Lightning Ailment Effect,75,h
Enchantment Lightning Warp Cast Speed 1,8% increased Lightning Warp Cast Speed,66,h
Enchantment Lightning Warp Cast Speed 2,12% increased Lightning Warp Cast Speed,75,h
Enchantment Lightning Warp Damage 1,25% increased Lightning Warp Damage,66,h
Enchantment Lightning Warp Damage 2,40% increased Lightning Warp Damage,75,h
Enchantment Lightning Warp Duration 1,20% reduced Lightning Warp Duration,66,h
Enchantment Lightning Warp Duration 2,30% reduced Lightning Warp Duration,75,h
Enchantment Rolling Magma Damage 1,25% increased Rolling Magma Damage,66,h
Enchantment Rolling Magma Damage 2,40% increased Rolling Magma Damage,75,h
Enchantment Rolling Magma Num Of Additional Projectiles In Chain 2,Rolling Magma Chains an additional time,75,h
Enchantment Rolling Magma Area Of Effect 1,16% increased Rolling Magma Area of Effect,66,h
Enchantment Rolling Magma Area Of Effect 2,24% increased Rolling Magma Area of Effect,75,h
Enchantment Malevolence Mana Reservation 1,Malevolence has 20% increased Mana Reservation Efficiency,66,h
Enchantment Malevolence Mana Reservation 2,Malevolence has 30% increased Mana Reservation Efficiency,75,h
Enchantment Pestilent Strike Area Of Effect 1,Pestilent Strike has 16% increased Area of Effect,66,h
Enchantment Pestilent Strike Area Of Effect 2,Pestilent Strike has 24% increased Area of Effect,75,h
Enchantment Pestilent Strike Damage 1,Pestilent Strike deals 25% increased Damage,66,h
Enchantment Pestilent Strike Damage 2,Pestilent Strike deals 40% increased Damage,75,h
Enchantment Pestilent Strike Duration 1,Pestilent Strike has 25% increased Duration,66,h
Enchantment Pestilent Strike Duration 2,Pestilent Strike has 40% increased Duration,75,h
Enchantment Manabond Damage 1,25% increased Manabond Damage,66,h
Enchantment Manabond Damage 2,40% increased Manabond Damage,75,h
Enchantment Manabond Low Mana Lightning Penetration 1,Manabond Penetrates 8% Lightning Resistance while on Low Mana,66,h
Enchantment Manabond Low Mana Lightning Penetration 2,Manabond Penetrates 12% Lightning Resistance while on Low Mana,75,h
Enchantment Manabond Area Of Effect 1,16% increased Manabond Area of Effect,66,h
Enchantment Manabond Area Of Effect 2,24% increased Manabond Area of Effect,75,h
Enchantment Mirror Arrow Attack Speed 1,Mirror Arrow and Mirror Arrow Clones have 10% increased Attack Speed,66,h
Enchantment Mirror Arrow Attack Speed 2,Mirror Arrow and Mirror Arrow Clones have 15% increased Attack Speed,75,h
Enchantment Mirror Arrow Cooldown Speed 1,Mirror Arrow has 20% increased Cooldown Recovery Rate,66,h
Enchantment Mirror Arrow Cooldown Speed 2,Mirror Arrow has 30% increased Cooldown Recovery Rate,75,h
Enchantment Mirror Arrow Damage 1,Mirror Arrow and Mirror Arrow Clones deal 25% increased Damage,66,h
Enchantment Mirror Arrow Damage 2,Mirror Arrow and Mirror Arrow Clones deal 40% increased Damage,75,h
Enchantment Molten Shell Duration 1,Molten Shell has 25% increased Skill Effect Duration,66,h
Enchantment Molten Shell Duration 2,Molten Shell has 40% increased Skill Effect Duration,75,h
Enchantment Molten Strike Damage 1,25% increased Molten Strike Damage,66,h
Enchantment Molten Strike Damage 2,40% increased Molten Strike Damage,75,h
Enchantment Molten Strike Num Of Additional Projectiles 1,Molten Strike fires an additional Projectile,66,h
Enchantment Molten Strike Num Of Additional Projectiles 2,Molten Strike fires 2 additional Projectiles,75,h
Enchantment Molten Strike Area Of Effect 1,16% increased Molten Strike Area of Effect,66,h
Enchantment Molten Strike Area Of Effect 2,24% increased Molten Strike Area of Effect,75,h
Enchantment Pyroclast Mine Damage 1,Pyroclast Mine deals 25% increased Damage,66,h
Enchantment Pyroclast Mine Damage 2,Pyroclast Mine deals 40% increased Damage,75,h
Enchantment Pyroclast Mine Additional Projectiles 1,Pyroclast Mine fires an additional Projectile,75,h
Enchantment Pyroclast Mine Throwing Speed 1,Pyroclast Mine has 10% increased Throwing Speed,66,h
Enchantment Pyroclast Mine Throwing Speed 2,Pyroclast Mine has 15% increased Throwing Speed,75,h
Enchantment Orb Of Storms Cast Speed 1,Orb of Storms has 20% increased Cast Speed,66,h
Enchantment Orb Of Storms Cast Speed 2,Orb of Storms has 30% increased Cast Speed,75,h
Enchantment Orb Of Storms Damage 1,Orb of Storms deals 25% increased Damage,66,h
Enchantment Orb Of Storms Damage 2,Orb of Storms deals 40% increased Damage,75,h
Enchantment Penance Brand Cast Speed 1,Penance Brand has 8% increased Cast Speed,66,h
Enchantment Penance Brand Cast Speed 2,Penance Brand has 12% increased Cast Speed,75,h
Enchantment Penance Brand Damage 1,Penance Brand deals 25% increased Damage,66,h
Enchantment Penance Brand Damage 2,Penance Brand deals 40% increased Damage,75,h
Enchantment Penance Brand Radius 1,Penance Brand has 16% increased Area of Effect,66,h
Enchantment Penance Brand Radius 2,Penance Brand has 24% increased Area of Effect,75,h
Enchantment Perforate Area Of Effect 1,Perforate has 16% increased Area of Effect,66,h
Enchantment Perforate Area Of Effect 2,Perforate has 24% increased Area of Effect,75,h
Enchantment Perforate Damage 1,Perforate deals 25% increased Damage,66,h
Enchantment Perforate Damage 2,Perforate deals 40% increased Damage,75,h
Enchantment Perforate Number Of Spikes 1,Perforate creates +1 Spike,66,h
Enchantment Perforate Number Of Spikes 2,Perforate creates +2 Spikes,75,h
Enchantment Petrified Blood Reservation 1,Petrified Blood has 30% increased Mana Reservation Efficiency,66,h
Enchantment Petrified Blood Reservation 2,Petrified Blood has 45% increased Mana Reservation Efficiency,75,h
Enchantment Phase Run Duration 1,24% increased Phase Run Duration,66,h
Enchantment Phase Run Duration 2,36% increased Phase Run Duration,75,h
Enchantment Phase Run Percent Chance To Not Consume Frenzy Charges 1,20% chance for Phase Run to increase Duration without removing Frenzy Charges,66,h
Enchantment Phase Run Percent Chance To Not Consume Frenzy Charges 2,30% chance for Phase Run to increase Duration without removing Frenzy Charges,75,h
Enchantment Physical Cascade Additional Cascades 1,Seismic Trap releases an additional Wave,75,h
Enchantment Physical Cascade Cooldown Speed 1,Seismic Trap has 10% increased Cooldown Recovery Rate,66,h
Enchantment Physical Cascade Cooldown Speed 2,Seismic Trap has 15% increased Cooldown Recovery Rate,75,h
Enchantment Physical Cascade Trap Damage 1,Seismic Trap deals 25% increased Damage,66,h
Enchantment Physical Cascade Trap Damage 2,Seismic Trap deals 40% increased Damage,75,h
Enchantment Physical Cascade Trap Duration 1,Seismic Trap has 20% increased Skill Effect Duration,66,h
Enchantment Physical Cascade Trap Duration 2,Seismic Trap has 30% increased Skill Effect Duration,75,h
Enchantment Plague Bearer Poison Dot Multiplier While Aura Active 1,Plague Bearer Buff grants +12% to Poison Damage over Time Multiplier while Infecting,66,h
Enchantment Plague Bearer Poison Dot Multiplier While Aura Active 2,Plague Bearer Buff grants +20% to Poison Damage over Time Multiplier while Infecting,75,h
Enchantment Plague Bearer Stored Poison Damage To Deal Per Second 1,Plague Bearer deals Damage based on an additional 3% of Plague Value,66,h
Enchantment Plague Bearer Stored Poison Damage To Deal Per Second 2,Plague Bearer deals Damage based on an additional 5% of Plague Value,75,h
Enchantment Poachers Mark Curse Effect 1,20% increased Poacher's Mark Curse Effect,66,h
Enchantment Poachers Mark Curse Effect 2,30% increased Poacher's Mark Curse Effect,75,h
Enchantment Poisonous Concoction Flask Charges 1,Poisonous Concoction uses 8% reduced Flask Charges,66,h
Enchantment Poisonous Concoction Flask Charges 2,Poisonous Concoction uses 12% reduced Flask Charges,75,h
Enchantment Poisonous Concoction Damage 1,25% increased Poisonous Concoction Damage,66,h
Enchantment Poisonous Concoction Damage 2,40% increased Poisonous Concoction Damage,75,h
Enchantment Poisonous Concoction Area Of Effect 1,16% increased Poisonous Concoction Area of Effect,66,h
Enchantment Poisonous Concoction Area Of Effect 2,24% increased Poisonous Concoction Area of Effect,75,h
Enchantment Power Siphon Additional Projectiles 1,Power Siphon fires an additional Projectile,66,h
Enchantment Power Siphon Additional Projectiles 2,Power Siphon fires 2 additional Projectiles,75,h
Enchantment Power Siphon Attack Speed 1,10% increased Power Siphon Attack Speed,66,h
Enchantment Power Siphon Attack Speed 2,15% increased Power Siphon Attack Speed,75,h
Enchantment Power Siphon Damage 1,25% increased Power Siphon Damage,66,h
Enchantment Power Siphon Damage 2,40% increased Power Siphon Damage,75,h
Enchantment Power Siphon Percent Chance To Gain Power Charge On Kill 1,30% Chance to gain an additional Power Charge on Kill with Power Siphon,66,h
Enchantment Power Siphon Percent Chance To Gain Power Charge On Kill 2,45% Chance to gain an additional Power Charge on Kill with Power Siphon,75,h
Enchantment Precision Mana Reservation 1,Precision has 50% increased Mana Reservation Efficiency,66,h
Enchantment Precision Mana Reservation 2,Precision has 75% increased Mana Reservation Efficiency,75,h
Enchantment Pride Mana Reservation 1,Pride has 20% increased Mana Reservation Efficiency,66,h
Enchantment Pride Mana Reservation 2,Pride has 30% increased Mana Reservation Efficiency,75,h
Enchantment Projectile Weakness Curse Effect 1,Sniper's Mark has 10% increased Curse Effect,66,h
Enchantment Projectile Weakness Curse Effect 2,Sniper's Mark has 15% increased Curse Effect,75,h
Enchantment Protective Link Duration 1,20% increased Protective Link Duration,66,h
Enchantment Protective Link Duration 2,30% increased Protective Link Duration,75,h
Enchantment Puncture Damage 1,25% increased Puncture Damage,66,h
Enchantment Puncture Damage 2,40% increased Puncture Damage,75,h
Enchantment Puncture Duration 1,30% increased Puncture Duration,66,h
Enchantment Puncture Duration 2,45% increased Puncture Duration,75,h
Enchantment Puncture Maim On Hit Percent Chance 1,20% Chance for Puncture to Maim on hit,66,h
Enchantment Puncture Maim On Hit Percent Chance 2,30% Chance for Puncture to Maim on hit,75,h
Enchantment Punishment Curse Effect 1,10% increased Punishment Curse Effect,66,h
Enchantment Punishment Curse Effect 2,15% increased Punishment Curse Effect,75,h
Enchantment Punishment Duration 1,30% increased Punishment Duration,66,h
Enchantment Punishment Duration 2,45% increased Punishment Duration,75,h
Enchantment Purifying Flame Area Of Effect When Targeting Consecrated Ground 1,Purifying Flame has 20% increased Area of Effect if targeting Consecrated Ground,66,h
Enchantment Purifying Flame Area Of Effect When Targeting Consecrated Ground 2,Purifying Flame has 30% increased Area of Effect if targeting Consecrated Ground,75,h
Enchantment Purifying Flame Consecrated Ground Enemy Damage Taken 1,Consecrated Ground from Purifying Flame applies 6% increased Damage taken to Enemies,66,h
Enchantment Purifying Flame Consecrated Ground Enemy Damage Taken 2,Consecrated Ground from Purifying Flame applies 9% increased Damage taken to Enemies,75,h
Enchantment Purifying Flame Damage 1,Purifying Flame deals 25% increased Damage,66,h
Enchantment Purifying Flame Damage 2,Purifying Flame deals 40% increased Damage,75,h
Enchantment Purity Of Elements Mana Reservation 1,Purity of Elements has 20% increased Mana Reservation Efficiency,66,h
Enchantment Purity Of Elements Mana Reservation 2,Purity of Elements has 30% increased Mana Reservation Efficiency,75,h
Enchantment Purity Of Fire Mana Reservation 1,Purity of Fire has 30% increased Mana Reservation Efficiency,66,h
Enchantment Purity Of Fire Mana Reservation 2,Purity of Fire has 45% increased Mana Reservation Efficiency,75,h
Enchantment Purity Of Ice Mana Reservation 1,Purity of Ice has 30% increased Mana Reservation Efficiency,66,h
Enchantment Purity Of Ice Mana Reservation 2,Purity of Ice has 45% increased Mana Reservation Efficiency,75,h
Enchantment Purity Of Lightning Mana Reservation 1,Purity of Lightning has 30% increased Mana Reservation Efficiency,66,h
Enchantment Purity Of Lightning Mana Reservation 2,Purity of Lightning has 45% increased Mana Reservation Efficiency,75,h
Enchantment Rage Vortex Area of Effect 1,16% increased Rage Vortex Area of Effect,66,h
Enchantment Rage Vortex Area of Effect 2,24% increased Rage Vortex Area of Effect,75,h
Enchantment Rage Vortex Damage 1,25% increased Rage Vortex Damage,66,h
Enchantment Rage Vortex Damage 2,40% increased Rage Vortex Damage,75,h
Enchantment Rage Vortex Rage Sacrificed 1,Rage Vortex Sacrifices +3% of Rage,66,h
Enchantment Rage Vortex Rage Sacrificed 2,Rage Vortex Sacrifices +5% of Rage,75,h
Enchantment Rain Of Arrows Attack Speed 1,10% increased Rain of Arrows Attack Speed,66,h
Enchantment Rain Of Arrows Attack Speed 2,15% increased Rain of Arrows Attack Speed,75,h
Enchantment Rain Of Arrows Damage 1,25% increased Rain of Arrows Damage,66,h
Enchantment Rain Of Arrows Damage 2,40% increased Rain of Arrows Damage,75,h
Enchantment Rain Of Arrows Area Of Effect 1,16% increased Rain of Arrows Area of Effect,66,h
Enchantment Rain Of Arrows Area Of Effect 2,24% increased Rain of Arrows Area of Effect,75,h
Enchantment Rain Of Arrows Repeat Count 1,Rain of Arrows has 10% chance to fire an additional sequence of arrows,66,h
Enchantment Rain Of Arrows Repeat Count 2,Rain of Arrows has 15% chance to fire an additional sequence of arrows,75,h
Enchantment Raise Spectre Damage 1,Spectres have 25% increased Damage,66,h
Enchantment Raise Spectre Damage 2,Spectres have 40% increased Damage,75,h
Enchantment Raise Zombie Damage 1,Raised Zombies deal 25% increased Damage,66,h
Enchantment Raise Zombie Damage 2,Raised Zombies deal 40% increased Damage,75,h
