Class,BaseType,DropLevel,Rarity,Height,Width,Sockets,Quality,Corrupted,SubGroup A,SubGroup B,SubGroup Tier,Game:Strength,Game:Dexterity,Game:Intelligence,Game:Damage From,Game:Damage To,Game:APS,Game:DPS,Game:Crit,Game:Implicit 1,Game:Implicit 2,Game:Armour,Game:Armour Max,Game:Evasion,Game:Evasion Max,Game:Energy Shield,Game:Energy Shield Max,Game:Block
Skill Gems,Purity of Ice,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Rain of Arrows,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Reave,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Glacial Shield Swipe,16,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Galvanic Arrow,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Siege Ballista,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Smoke Mine,10,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Spectral Shield Throw,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Spectral Throw,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Split Arrow,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Summon Ice Golem,34,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Tectonic Slam,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Temporal Chains,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Tornado Shot,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Viper Strike,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Whirling Blades,10,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Wild Strike,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Arc,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Assassin's Mark,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Ball Lightning,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Blight,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Bodyswap,10,,1,1,,0,,abyss,,,,,,,,,,,,,,,,,,,
Skill Gems,Bone Offering,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Charged Dash,28,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Skill Gems,Clarity,10,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Cold Snap,16,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Conductivity,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Contagion,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Conversion Trap,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Convocation,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Cremation,28,,1,1,,0,,abyss,,,,,,,,,,,,,,,,,,,
Skill Gems,Dark Bargain,28,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Skill Gems,Despair,24,,1,1,,0,,abyss,,,,,,,,,,,,,,,,,,,
Skill Gems,Detonate Mines,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Discharge,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Discipline,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Elemental Weakness,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Enfeeble,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Essence Drain,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Fireball,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Firestorm,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Flame Dash,10,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Flame Surge,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Flameblast,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Flammability,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Flesh Offering,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Freezing Pulse,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Frost Bomb,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Frost Wall,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Frostbite,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Frostbolt,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Glacial Cascade,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Herald of Thunder,16,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Ice Nova,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Ice Spear,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Incinerate,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Kinetic Blast,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Lightning Tendrils,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Lightning Trap,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Lightning Warp,10,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Rolling Magma,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Orb of Storms,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Power Siphon,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Purity of Elements,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Purity of Lightning,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Raise Spectre,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Raise Zombie,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Righteous Fire,16,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Scorching Ray,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Shock Nova,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Spark,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Spirit Offering,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Storm Burst,12,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Skill Gems,Storm Call,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Summon Chaos Golem,34,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Summon Lightning Golem,34,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Summon Raging Spirit,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Tempest Shield,16,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Unearth,10,,1,1,,0,,abyss,,,,,,,,,,,,,,,,,,,
Skill Gems,Volatile Dead,12,,1,1,,0,,abyss,,,,,,,,,,,,,,,,,,,
Skill Gems,Vortex,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vulnerability,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Wither,10,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Wrath,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Volley Support,5,,1,1,,0,,abyss,,,,,,,,,,,,,,,,,,,
Support Gems,Spell Cascade Support,5,,1,1,,0,,abyss,,,,,,,,,,,,,,,,,,,
Support Gems,Ancestral Call Support,5,,1,1,,0,,abyss,,,,,,,,,,,,,,,,,,,
Support Gems,Mirage Archer Support,5,,1,1,,0,,abyss,,,,,,,,,,,,,,,,,,,
Support Gems,Added Fire Damage Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Bloodlust Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Cast on Melee Kill Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Cast when Damage Taken Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Chance to Bleed Support,5,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Cold to Fire Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Deadly Ailments Support,18,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Decay Support,38,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Efficacy Support,8,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Vile Toxins Support,38,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Maim Support,8,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Immolate Support,38,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Unbound Ailments Support,8,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Brutality Support,38,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Ruthless Support,5,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Arcane Surge Support,5,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Empower Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Endurance Charge on Melee Stun Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Fire Penetration Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Fortify Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Generosity Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Ignite Proliferation Support,38,,1,1,,0,,habi,,,,,,,,,,,,,,,,,,,
Support Gems,Burning Damage Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,More Duration Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Iron Grip Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Iron Will Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Item Quantity Support,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Knockback Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Less Duration Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Chance to Poison Support,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Life Gain on Hit Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Life Leech Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Damage on Full Life Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Melee Physical Damage Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Melee Splash Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Multistrike Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Spell Totem Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Stun Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Elemental Damage with Attacks Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Added Cold Damage Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Additional Accuracy Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Blind Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Block Chance Reduction Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Cast On Critical Strike Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Cast on Death Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Chain Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Chance to Flee Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Cluster Traps Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Cold Penetration Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Culling Strike Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Enhance Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Faster Attacks Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Faster Projectiles Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Fork Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Greater Multiple Projectiles Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Hypothermia Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Ice Bite Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Multiple Projectiles Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Mana Leech Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Multiple Traps Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Vicious Projectiles Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Pierce Support,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Point Blank Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Critical Strike Affliction Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Swift Affliction Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Slower Projectiles Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Advanced Traps Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Trap Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Trap and Mine Damage Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Void Manipulation Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Added Chaos Damage Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Added Lightning Damage Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Blasphemy Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Cast when Stunned Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Cast while Channelling Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Combustion Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Concentrated Effect Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Controlled Destruction Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Hextouch Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Elemental Focus Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Elemental Proliferation Support,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Enlighten Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Faster Casting Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Increased Area of Effect Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Increased Critical Damage Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Increased Critical Strikes Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Innervate Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Item Rarity Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Lightning Penetration Support,31,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Minefield Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Minion Damage Support,8,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Minion Life Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Minion Speed Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Physical to Lightning Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Power Charge On Critical Support,18,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Spell Echo Support,38,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Support Gems,Summon Phantasm Support,5,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Glacial Hammer,1,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Ground Slam,1,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Immortal Call,34,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Molten Shell,16,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Burning Arrow,1,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Cyclone,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Detonate Dead,4,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Double Strike,1,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Grace,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Haste,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Lightning Strike,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Rain of Arrows,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Reave,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Spectral Throw,1,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Arc,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Clarity,10,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Cold Snap,16,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Discipline,24,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Fireball,1,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Flameblast,28,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Ice Nova,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Lightning Trap,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Lightning Warp,10,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Power Siphon,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Righteous Fire,16,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Spark,1,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Storm Call,12,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Summon Skeletons,10,,1,1,,0,,defa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Breach,10,,1,1,,0,,disa,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Impurity of Fire,24,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Impurity of Ice,24,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Impurity of Lightning,24,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Blade Vortex,12,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Earthquake,28,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Skill Gems,Vaal Blight,1,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Skill Gems,Explosive Trap,5,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Skill Gems,Siphoning Trap,10,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Skill Gems,Flamethrower Trap,28,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Skill Gems,Lightning Spire Trap,28,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Skill Gems,Seismic Trap,28,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Support Gems,Charged Traps Support,31,,1,1,,0,,incu,,,,,,,,,,,,,,,,,,,
Support Gems,Withering Touch Support,38,,1,1,,0,,delve,,,,,,,,,,,,,,,,,,,
Skill Gems,Herald of Agony,16,,1,1,,0,,delve,,,,,,,,,,,,,,,,,,,
Skill Gems,Herald of Purity,16,,1,1,,0,,delve,,,,,,,,,,,,,,,,,,,
Skill Gems,Consecrated Path,28,,1,1,,0,,delve,,,,,,,,,,,,,,,,,,,
Skill Gems,Smite,5,,1,1,,0,,delve,,,,,,,,,,,,,,,,,,,
Skill Gems,Scourge Arrow,28,,1,1,,0,,delve,,,,,,,,,,,,,,,,,,,
Skill Gems,Toxic Rain,12,,1,1,,0,,delve,,,,,,,,,,,,,,,,,,,
Skill Gems,Summon Holy Relic,5,,1,1,,0,,delve,,,,,,,,,,,,,,,,,,,
Skill Gems,Winter Orb,28,,1,1,,0,,betray,,,,,,,,,,,,,,,,,,,
Skill Gems,Lancing Steel,28,,1,1,,0,,betray,,,,,,,,,,,,,,,,,,,
Skill Gems,Storm Brand,12,,1,1,,0,,betray,,,,,,,,,,,,,,,,,,,
Skill Gems,War Banner,5,,1,1,,0,,betray,,,,,,,,,,,,,,,,,,,
Skill Gems,Dread Banner,24,,1,1,,0,,betray,,,,,,,,,,,,,,,,,,,
Skill Gems,Shattering Steel,12,,1,1,,0,,betray,,,,,,,,,,,,,,,,,,,
Skill Gems,Armageddon Brand,28,,1,1,,0,,betray,,,,,,,,,,,,,,,,,,,
Skill Gems,Brand Recall,16,,1,1,,0,,betray,,,,,,,,,,,,,,,,,,,
Support Gems,Multiple Totems Support,38,,1,1,,0,,betray,,,,,,,,,,,,,,,,,,,
Support Gems,Bonechill Support,38,,1,1,,0,,betray,,,,,,,,,,,,,,,,,,,
Skill Gems,Purifying Flame,5,,1,1,,0,,synt,,,,,,,,,,,,,,,,,,,
Skill Gems,Soulrend,28,,1,1,,0,,synt,,,,,,,,,,,,,,,,,,,
Skill Gems,Bane,24,,1,1,,0,,synt,,,,,,,,,,,,,,,,,,,
Skill Gems,Divine Ire,28,,1,1,,0,,synt,,,,,,,,,,,,,,,,,,,
Skill Gems,Wave of Conviction,16,,1,1,,0,,synt,,,,,,,,,,,,,,,,,,,
Skill Gems,Zealotry,24,,1,1,,0,,synt,,,,,,,,,,,,,,,,,,,
Skill Gems,Malevolence,24,,1,1,,0,,synt,,,,,,,,,,,,,,,,,,,
Support Gems,Energy Leech Support,31,,1,1,,0,,synt,,,,,,,,,,,,,,,,,,,
Support Gems,Intensify Support,31,,1,1,,0,,synt,,,,,,,,,,,,,,,,,,,
Support Gems,Infused Channelling Support,5,,1,1,,0,,synt,,,,,,,,,,,,,,,,,,,
Support Gems,Unleash Support,38,,1,1,,0,,synt,,,,,,,,,,,,,,,,,,,
Skill Gems,Steelskin,5,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Skill Gems,Dash,5,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Skill Gems,Bladestorm,28,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Skill Gems,Blood and Sand,5,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Skill Gems,Berserk,34,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Skill Gems,Chain Hook,12,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Skill Gems,Perforate,5,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Skill Gems,Frostblink,5,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Skill Gems,Precision,10,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Skill Gems,Flesh and Stone,16,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Skill Gems,Pride,24,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Support Gems,Impale Support,31,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Support Gems,Close Combat Support,18,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Support Gems,Shockwave Support,18,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Support Gems,Pulverise Support,31,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Support Gems,Rage Support,18,,1,1,,0,,legion,,,,,,,,,,,,,,,,,,,
Skill Gems,Cobra Lash,5,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Skill Gems,Summon Carrion Golem,34,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Skill Gems,Withering Step,10,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Skill Gems,Plague Bearer,24,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Skill Gems,Stormblast Mine,5,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Skill Gems,Summon Skitterbots,16,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Skill Gems,Pestilent Strike,28,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Skill Gems,Venom Gyre,12,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Skill Gems,Pyroclast Mine,28,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Skill Gems,Icicle Mine,12,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Skill Gems,Summon Skeletons,10,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Support Gems,Feeding Frenzy Support,31,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Support Gems,Predator Support,18,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
Support Gems,Nightblade Support,18,,1,1,,0,,blight,,,,,,,,,,,,,,,,,,,
