name,Tier,Text,generation_type,required_level,Spawn_weights
"of the Flow","Unknown","undefined","suffix","1","tower_augment_breach, default"
"of the Form","Unknown","(30-60)% increased Quantity of [BreachWombgift|Wombgifts] found in Map","suffix","1","tower_augment_breach, default"
"of the Flesh","Unknown","[BreachWombgift|Wombgifts] have (10-30)% chance to drop one Level higher in Map","suffix","1","tower_augment_breach, default"
"of Verisium","Unknown","(15-30)% increased quantity of [ContainsExpedition|Expedition] Artifacts dropped by Monsters in Map","suffix","1","tower_augment_expedition, default"
"of the Detonator","Unknown","(15-30)% increased [ContainsExpedition|Expedition] Explosive Placement Range in Map","suffix","1","tower_augment_expedition, default"
"of the Writings","Unknown","[ContainsExpedition|Expeditions] in Map have +(1-2) Remnants","suffix","1","tower_augment_expedition, default"
"of the Demolition","Unknown","(15-30)% increased [ContainsExpedition|Expedition] Explosive Radius in Map","suffix","1","tower_augment_expedition, default"
"of Knowledge","Unknown","(15-30)% increased Quantity of [ContainsExpedition|Expedition] [Logbook|Logbooks] dropped by [Runic] Monsters in Map","suffix","1","tower_augment_expedition, default"
"of Ancient Fiends","Unknown","(25-40)% increased number of [Rarity|Rare] [ContainsExpedition|Expedition] Monsters in Map","suffix","1","tower_augment_expedition, default"
"of Relics","Unknown","(12-18)% increased Effect of [ContainsExpedition|Expedition] Remnants in Map","suffix","1","tower_augment_expedition, default"
"of Runes","Unknown","Various","suffix","Various","Various"
"of the Simulacrum","Unknown","(15-30)% increased Stack size of Simulacrum Splinters found in Map","suffix","1","tower_augment_delirium, default"
"of the Pursuit","Unknown","undefined","unique","1","tower_augment_delirium, default"
"of Eternity","Unknown","Various","unique","Various","Various"
"of the Unending","Unknown","[ContainsDelirium|Delirium] Fog in Map dissipates (30-20)% slower","suffix","1","tower_augment_delirium, default"
"of Madness","Unknown","[Delirious|Delirium] in Map increases (15-30)% faster with distance from the mirror","suffix","1","tower_augment_delirium, default"
"of Persecution","Unknown","[ContainsDelirium|Delirium] Monsters in Map have (15-30)% increased Pack Size","suffix","1","tower_augment_delirium, default"
"of Mirrors","Unknown","[ContainsDelirium|Delirium Fog] in Map spawns (15-30)% increased [FracturingMirror|Fracturing Mirrors]","suffix","1","tower_augment_delirium, default"
"of Freeze Time","Unknown","Slaying [Rarity|Rare] Monsters in Map pauses the [ContainsDelirium|Delirium] Mirror Timer for (3-5) seconds","suffix","1","tower_augment_delirium, default"
"of Phobia","Unknown","[ContainsDelirium|Delirium] Encounters in Map are (15-30)% more likely to spawn [Rarity|Unique] Bosses","suffix","1","tower_augment_delirium, default"
"of Envy","Unknown","undefined","unique","1","tower_augment_delirium, default"
"of the Dogma","Unknown","Rerolling Favours at [ContainsRitual|Ritual Altars] in Map costs (30-20)% reduced Tribute","suffix","1","tower_augment_ritual, default"
"of Devotion","Unknown","Deferring Favours at [ContainsRitual|Ritual Altars] in Map costs (30-20)% reduced Tribute","suffix","1","tower_augment_ritual, default"
"of the Appeal","Unknown","Favours Deferred at [ContainsRitual|Ritual Altars] in Map reappear (25-40)% sooner","suffix","1","tower_augment_ritual, default"
"of Prayers","Unknown","Various","suffix","Various","Various"
"of the Occult","Unknown","Favours Rerolled at [ContainsRitual|Ritual Altars] in Map have (3-6)% chance to cost no Tribute","suffix","1","tower_augment_ritual, default"
"of the Foundling","Unknown","Revived Monsters from [ContainsRitual|Ritual Altars] in Map have (35-70)% increased chance to be [Rarity|Magic]","suffix","1","tower_augment_ritual, default"
"of the Cult","Unknown","Revived Monsters from [ContainsRitual|Ritual Altars] in Map have (25-40)% increased chance to be [Rarity|Rare]","suffix","1","tower_augment_ritual, default"
"of Omens","Unknown","[ContainsRitual|Ritual] Favours in Map have (35-70)% increased chance to be [Omen|Omens]","suffix","1","tower_augment_ritual, default"
"of Compartments","Unknown","Map contains (1-2) additional [Strongbox|Strongboxes]","suffix","1","tower_augment_map_boss, default"
"of Worship","Unknown","Map contains (1-2) additional [Shrine|Shrines]","suffix","1","tower_augment_map_boss, default"
"of Crystals","Unknown","Map contains (1-2) additional [Essence|Essences]","suffix","1","tower_augment_map_boss, default"
"of Wisps","Unknown","Map contains (1-2) additional [AzmeriSpirit|Azmeri Spirits]","suffix","1","tower_augment_map_boss, default"
"of Pathways","Unknown","(18-30)% increased Quantity of [Waystone|Waystones] dropped by [MapBoss|Map Bosses]","suffix","1","tower_augment_map_boss, default"
"of Conquering","Unknown","[MapBoss|Map Bosses] grant (40-80)% increased Experience","suffix","1","tower_augment_map_boss, default"
"of Treasure","Unknown","(35-60)% increased [Rarity] of Items dropped by [MapBoss|Map Bosses]","suffix","1","tower_augment_map_boss, default"
"of Hoards","Unknown","(13-20)% increased Quantity of Items dropped by [MapBoss|Map Bosses]","suffix","1","tower_augment_map_boss, default"
"of Treasures","Unknown","Various","suffix","Various","Various"
"of Singularity","Unknown","Various","suffix","Various","Various"
"of Ascendance","Unknown","+1 Chest level","suffix","1","strongbox_robot_rare_guard, currency_strongbox, default"
"of Wisdom","Unknown","Contains Identified Items","suffix","1","currency_strongbox, default"
"of Quality","Unknown","Contained Items have (5-15)% Quality","suffix","1","strongbox_robot_rare_guard, martial_strongbox, armourer_strongbox, caster_strongbox, default"
"of Complexity","Unknown","Contained Items have an additional Socket","suffix","1","strongbox_robot_rare_guard, martial_strongbox, armourer_strongbox, caster_strongbox, default"
"of the Exceptional","Unknown","Contains an additional [ExceptionalItem|Exceptional Item]","suffix","75","strongbox_robot_rare_guard, basic_strongbox, default"
"of the Exceptional Warrior","Unknown","Contains an additional [ExceptionalItem|Exceptional] [MartialWeapon|Martial Weapon]","suffix","75","strongbox_robot_rare_guard, martial_strongbox, default"
"of the Exceptional Mage","Unknown","Contains an additional [ExceptionalItem|Exceptional] [CasterWeapon|Caster Weapon]","suffix","75","strongbox_robot_rare_guard, caster_strongbox, default"
"of the Exceptional Armourer","Unknown","Contains an additional [ExceptionalItem|Exceptional] [EquipArmour|Armour Item]","suffix","75","strongbox_robot_rare_guard, armourer_strongbox, default"
"of Monstrous Treasures","Unknown","Various","suffix","Various","Various"
"of Monstrous Bounty","Unknown","Various","suffix","Various","Various"
"of Runic Power","Unknown","Contains (1-2) additional Runes","suffix","5","strongbox_robot_rare_guard, currency_strongbox, default"
"of the Barya","Unknown","Contains 1 additional Djinn Barya","suffix","24","strongbox_robot_rare_guard, currency_strongbox, default"
"of the Trials","Unknown","Contains 1 additional Inscribed Ultimatum","suffix","39","strongbox_robot_rare_guard, currency_strongbox, default"
"of Greater Bounty","Unknown","(100-150)% more Quantity of Contained Items","suffix","1","strongbox_robot_rare_guard, default_highertiermod, default"
"of Greater Treasures","Unknown","(150-250)% more Rarity of Contained Items","suffix","1","strongbox_robot_rare_guard, default_highertiermod, default"
"of Greater Singularity","Unknown","Contains (3-5) additional Unique Items","suffix","1","strongbox_robot_rare_guard, currency_strongbox_highertiermod, waystone_strongbox_highertiermod, default_highertiermod, default"
"of Greater Ascendance","Unknown","+2 Chest level","suffix","1","strongbox_robot_rare_guard, currency_strongbox_highertiermod, default_highertiermod, default"
"of Greater Wisdom","Unknown","Contains Identified Items","suffix","1","currency_strongbox_highertiermod, default_highertiermod, default"
"of Greater Quality","Unknown","Contained Items have (15-20)% Quality","suffix","1","strongbox_robot_rare_guard, martial_strongbox_highertiermod, armourer_strongbox_highertiermod, caster_strongbox_highertiermod, default_highertiermod, default"
"of Greater Complexity","Unknown","Contained Items have maximum Sockets","suffix","1","strongbox_robot_rare_guard, martial_strongbox_highertiermod, armourer_strongbox_highertiermod, caster_strongbox_highertiermod, default_highertiermod, default"
"of the Greater Exceptional","Unknown","Contains (2-3) additional [ExceptionalItem|Exceptional Items]","suffix","75","strongbox_robot_rare_guard, basic_strongbox_highertiermod, default"
"of the Greater Exceptional Warrior","Unknown","Contains (2-3) additional [ExceptionalItem|Exceptional] [MartialWeapon|Martial Weapons]","suffix","75","strongbox_robot_rare_guard, martial_strongbox_highertiermod, default"
"of the Greater Exceptional Mage","Unknown","Contains (2-3) additional [ExceptionalItem|Exceptional] [CasterWeapon|Caster Weapons]","suffix","75","strongbox_robot_rare_guard, caster_strongbox_highertiermod, default"
"of the Greater Exceptional Armourer","Unknown","Contains (2-3) additional [ExceptionalItem|Exceptional] [EquipArmour|Armour Items]","suffix","75","strongbox_robot_rare_guard, armourer_strongbox_highertiermod, default"
"of Greater Runic Power","Unknown","Contains (5-7) additional Runes","suffix","5","strongbox_robot_rare_guard, currency_strongbox_highertiermod, default_highertiermod, default"
"of the Greater Barya","Unknown","Contains 3 additional Djinn Baryas","suffix","24","strongbox_robot_rare_guard, currency_strongbox_highertiermod, default_highertiermod, default"
"of the Greater Trials","Unknown","Contains 3 additional Inscribed Ultimatums","suffix","39","strongbox_robot_rare_guard, currency_strongbox_highertiermod, default_highertiermod, default"
"of Greater Inscription","Unknown","Contains 3 additional Unusual Tablets","suffix","65","strongbox_robot_rare_guard, waystone_strongbox_highertiermod, default_highertiermod, default"
"Swift","Unknown","Various","unique","Various","Various"
"Massive","Unknown","Various","unique","Various","Various"
"Savage","Unknown","Various","unique","Various","Various"
"of Fervor","Unknown","undefined","unique","1","caster, default"
"Adept","Unknown","undefined","unique","1","caster, default"
"of Wealth","Unknown","Various","unique","Various","Various"
"of Elemental Resistance","Unknown","undefined","unique","8","default"
"Physical Reflection Aura","Unknown","Various","unique","Various","Various"
"Elemental Reflection Aura","Unknown","Various","unique","Various","Various"
"Medium Physical Damage Aura","Unknown","undefined","unique","4",""
"Large Physical Damage Aura","Unknown","undefined","unique","8","magic, default"
"Speed Aura","Unknown","undefined","unique","4","magic, default"
"Life Regen Aura","Unknown","undefined","unique","8","magic, default"
"Resists Aura","Unknown","undefined","unique","40","magic, default"
"Energy Shield Aura","Unknown","undefined","unique","12","magic, ward_armour, default"
"Accuracy and Crits Aura","Unknown","Various","unique","Various","Various"
"Physical Thorns","Unknown","undefined","nemesis","40","magic, large_model, default"
"Elemental Thorns","Unknown","undefined","nemesis","40","magic, large_model, default"
"Essences","Unknown","Various","prefix","Various","Various"
"Hexproof","Unknown","Various","unique","Various","Various"
"Cannot Die Aura","Unknown","undefined","unique","12","no_cannot_die_aura, abyssal, immobile, breach_commander, magic, legion_monster, default"
"Slow Aura","Unknown","undefined","unique","4","magic, default"
"of Power","Unknown","Various","unique","Various","Various"
"Labyrinthine","Unknown","Area is a Maze","unique","1",""
"Ceremonial","Unknown","Various","unique","Various","Various"
"of Fracturing","Unknown","Various","unique","Various","Various"
"Antagonist's","Unknown","Various","unique","Various","Various"
"Anarchic","Unknown","Various","unique","Various","Various"
"Skeletal","Unknown","Various","unique","Various","Various"
"Villainous","Unknown","8% increased Quantity of Items found in this Area<br>Area is inhabited by Bandits","unique","1",""
"Capricious","Unknown","Various","unique","Various","Various"
"Slithering","Unknown","Various","unique","Various","Various"
"Undead","Unknown","Various","unique","Various","Various"
"Emanant","Unknown","Various","unique","Various","Various"
"Feral","Unknown","Various","unique","Various","Various"
"Demonic","Unknown","Various","unique","Various","Various"
"Bipedal","Unknown","Various","unique","Various","Various"
"of Hordes","Unknown","(20-50)% increased Pack size","unique","1","secret_area, old_map, default"
"of Champions","Unknown","Various","unique","Various","Various"
"of Commanders","Unknown","3% increased Quantity of Items found in this Area<br>(20-50)% increased number of [Rarity|Rare] Monsters","unique","1","secret_area, old_map, default"
"Multifarious","Unknown","Various","unique","Various","Various"
"Twinned","Unknown","Various","unique","Various","Various"
"Overlord's","Unknown","Various","unique","Various","Various"
"Incombustible","Unknown","Various","unique","Various","Various"
"Molten","Unknown","Various","unique","Various","Various"
"Grounded","Unknown","Various","unique","Various","Various"
"Mirrored","Unknown","Various","unique","Various","Various"
"Chaining","Unknown","Various","unique","Various","Various"
"of the Warlord","Unknown","15% increased Quantity of Items found in this Area","unique","1",""
"of Elemental Weakness","Unknown","Various","unique","Various","Various"
"of Vulnerability","Unknown","Various","unique","Various","Various"
"of Enfeeblement","Unknown","Various","unique","Various","Various"
"of Temporal Chains","Unknown","Various","unique","Various","Various"
"of Stasis","Unknown","Various","unique","Various","Various"
"of Hemomancy","Unknown","Various","unique","Various","Various"
"of Balance","Unknown","Various","unique","Various","Various"
"of Lightning","Unknown","Various","unique","Various","Various"
"of Desecration","Unknown","Various","unique","Various","Various"
"Otherworldly","Unknown","Various","unique","Various","Various"
"NAME","Unknown","undefined","unique","1","secret_area, default"
"Giant","Unknown","12% increased Quantity of Items found in this Area<br>Found Items have (1-3)% chance to drop Corrupted in Area<br>Area contains 1 additional pack of Corrupted Vaal Monsters<br>Monsters have 70% increased Area of Effect","unique","69","secret_area, default"
"Resistant","Unknown","Various","unique","Various","Various"
"of Bloodlines","Unknown","Various","unique","Various","Various"
"Conflagrating","Unknown","Various","unique","Various","Various"
"of Corruption","Unknown","Various","unique","Various","Various"
"Packed","Unknown","10% increased Quantity of Items found in this Area<br>Found Items have (1-3)% chance to drop Corrupted in Area<br>Area contains (4-7) additional packs of Corrupted Vaal Monsters","unique","69","secret_area, default"
"of Allure","Unknown","10% increased Quantity of Items found in this Area<br>Found Items have (1-3)% chance to drop Corrupted in Area<br>Area contains 1 additional pack of Corrupted Vaal Monsters<br>Vaal Vessel contains an additional Mortal Fragment","unique","79","map_device, secret_area, default"
"of Thaumaturgy","Unknown","Various","unique","Various","Various"
"of the Locus","Unknown","10% increased Quantity of Items found in this Area<br>Found Items have (1-3)% chance to drop Corrupted in Area<br>Area contains 1 additional pack of Corrupted Vaal Monsters<br>Vaal Vessel contains an additional Corrupted Unique Item with two Implicit Modifiers","unique","74","map_device, secret_area, default"
"of Dark Blessings","Unknown","10% increased Quantity of Items found in this Area<br>Found Items have (1-3)% chance to drop Corrupted in Area<br>Area contains 1 additional pack of Corrupted Vaal Monsters<br>Vaal Vessel contains (1-3) additional Corrupted Unique Items","unique","69","map_device, secret_area, default"
"of Prophecy","Unknown","10% increased Quantity of Items found in this Area<br>Found Items have (1-3)% chance to drop Corrupted in Area<br>Area contains 1 additional pack of Corrupted Vaal Monsters<br>Vaal Vessel contains (1-3) additional Prophecies","unique","69","map_device, secret_area, default"
"of Divination","Unknown","Various","unique","Various","Various"
"of Atzoatl","Unknown","10% increased Quantity of Items found in this Area<br>Found Items have (1-3)% chance to drop Corrupted in Area<br>Area contains 1 additional pack of Corrupted Vaal Monsters<br>Vaal Vessel contains (1-3) additional Rare Items with an Incursion Modifier","unique","69","map_device, secret_area, default"
"of Experimentation","Unknown","Various","unique","Various","Various"
"Solar","Unknown","Various","unique","Various","Various"
"Lunar","Unknown","Various","unique","Various","Various"
"Haunting","Unknown","Various","unique","Various","Various"
"Feasting","Unknown","16% increased Quantity of Items found in this Area<br>9% increased [Rarity] of Items found in this Area<br>6% increased Pack size<br>Area is inhabited by Cultists of Kitava","unique","1","secret_area, unique_map, maven_map, expedition_logbook, primordial_map, default"
"Vaal","Unknown","Various","unique","Various","Various"
"of Punishment","Unknown","Various","unique","Various","Various"
"Titan's","Unknown","Various","unique","Various","Various"
"of Toughness","Unknown","Various","unique","Various","Various"
"Hexwarded","Unknown","Various","unique","Various","Various"
"Empowered","Unknown","Various","unique","Various","Various"
"Abhorrent","Unknown","Various","unique","Various","Various"
"Unstoppable","Unknown","Various","unique","Various","Various"
"of Skirmishing","Unknown","Various","unique","Various","Various"
"of Rust","Unknown","Various","unique","Various","Various"
"of Miring","Unknown","Various","unique","Various","Various"
"of Impotence","Unknown","Various","unique","Various","Various"
"Oppressive","Unknown","Various","unique","Various","Various"
"Buffered","Unknown","Various","unique","Various","Various"
"Enthralled","Unknown","16% increased Quantity of Items found in this Area<br>9% increased [Rarity] of Items found in this Area<br>6% increased Pack size<br>[MapBoss|Map Bosses] are Hunted by [AzmeriSpirit|Azmeri Spirits]","unique","1","cannot_possess_boss, secret_area, maven_map, expedition_logbook, primordial_map, default"
"of Carnage","Unknown","Various","unique","Various","Various"
"of Enervation","Unknown","Various","unique","Various","Various"
"of Consecration","Unknown","Various","unique","Various","Various"
"of Transience","Unknown","Various","unique","Various","Various"
"of Doubt","Unknown","Various","unique","Various","Various"
"of Imprecision","Unknown","Various","unique","Various","Various"
"Redblade","Unknown","10% of [Physical] Damage from [HitDamage|Hits] taken as [Fire] Damage","prefix","1","default"
"of Deflection","Unknown","+(1-2)% chance to Block Projectile [Attack] Damage","suffix","8","default"
"of Protection","Unknown","+(3-4)% chance to Block Projectile [Attack] Damage","suffix","19","default"
"of Cover","Unknown","+(5-6)% chance to Block Projectile [Attack] Damage","suffix","30","default"
"of Asylum","Unknown","+(7-8)% chance to Block Projectile [Attack] Damage","suffix","55","default"
"of Refuge","Unknown","+(9-10)% chance to Block Projectile [Attack] Damage","suffix","70","default"
"of Sanctuary","Unknown","+(11-12)% chance to Block Projectile [Attack] Damage","suffix","81","default"
"of Warding","Unknown","Removes [Curse|Curses] on use","suffix","18","default"
"Leo's","Unknown","(5-15)% increased Damage","prefix","1","default"
"Volatile Flameblood","Unknown","Various","nemesis","Various","Various"
"Volatile Stormblood","Unknown","Various","unique","Various","Various"
"Volatile Iceblood","Unknown","Various","unique","Various","Various"
"of Repairing","Unknown","(5-15) Life gained when you [Block|Block]","suffix","11","default"
"of Renewal","Unknown","(26-40) Life gained when you [Block|Block]","suffix","36","default"
"of Rebounding","Unknown","(61-85) Life gained when you [Block|Block]","suffix","60","default"
"of Revitalization","Unknown","(86-100) Life gained when you [Block|Block]","suffix","75","default"
"of Redirection","Unknown","(4-12) Mana gained when you [Block|Block]","suffix","15","default"
"of Transformation","Unknown","(13-21) Mana gained when you [Block|Block]","suffix","32","default"
"of Conservation","Unknown","(22-30) Mana gained when you [Block|Block]","suffix","58","default"
"of Utilisation","Unknown","(31-39) Mana gained when you [Block|Block]","suffix","75","default"
"Filigree","Unknown","(20-40)% increased Fishing Line [Strength]","prefix","1","fishing_rod, default"
"Calming","Unknown","(30-15)% reduced Fishing Pool Consumption","prefix","1","fishing_rod, default"
"Alluring","Unknown","Totemic Wood Lure","prefix","1","fishing_rod, default"
"of Snaring","Unknown","Various","suffix","Various","Various"
"of Flight","Unknown","(30-50)% increased Fishing Range","suffix","1","fishing_rod, default"
"of Fascination","Unknown","(15-20)% increased Quantity of Fish Caught","suffix","1","fishing_rod, default"
"Soul Conduit","Unknown","undefined","nemesis","1","no_soul_conduit, incursion_monster, abyssal, rare_minion, unusable_corpse, legion_monster, rare, default"
"Apparition","Unknown","undefined","nemesis","1","default"
"Fractured","Unknown","undefined","nemesis","1","no_fractured, bestiary_beast_boss, abyssal, hidden_monster, rare_minion, legion_monster, rare, default"
"Corrupting Blood","Unknown","undefined","nemesis","40","rare, default"
"Inner Treasure","Unknown","Various","nemesis","Various","Various"
"Blessing of Elements","Unknown","undefined","nemesis","25","rare, default"
"Berserker","Unknown","Various","nemesis","Various","Various"
"Berserk Fury","Unknown","undefined","nemesis","1","default"
"Soul Eater","Unknown","Various","nemesis","Various","Various"
"Nullifier","Unknown","undefined","nemesis","25","caster, rare, default"
"Shroud Walker","Unknown","undefined","nemesis","40","no_shroud_walker, rare_minion, devourer, rare, default"
"Bringer of Bones","Unknown","Various","nemesis","Various","Various"
"Proximity Shield","Unknown","Various","nemesis","Various","Various"
"Vile Touch","Unknown","Various","nemesis","Various","Various"
"Bringer of Weakness","Unknown","undefined","nemesis","4","rare, default"
"Bringer of Fragility","Unknown","undefined","nemesis","1","rare, default"
"Chronophage","Unknown","undefined","nemesis","25","rare, default"
"Hexfont","Unknown","Various","nemesis","Various","Various"
"Ancestral Power","Unknown","undefined","nemesis","15","rare, default"
"Storm Herald","Unknown","Various","nemesis","Various","Various"
"Flame Herald","Unknown","undefined","unique","1",""
"Storm Chaser","Unknown","undefined","unique","1",""
"Flame Caller","Unknown","undefined","unique","1",""
"Storm Caller","Unknown","undefined","unique","1",""
"Incinerator","Unknown","undefined","unique","1",""
"Spine Storm","Unknown","undefined","unique","1",""
"Desecrator","Unknown","undefined","unique","1",""
"Spiked Ground","Unknown","undefined","unique","1",""
"Inferno Caller","Unknown","undefined","unique","1",""
"Void Caller","Unknown","undefined","unique","1",""
"Arctic Nova","Unknown","undefined","unique","1",""
"Flame Nova","Unknown","undefined","unique","1",""
"Sudden Frost","Unknown","undefined","unique","1",""
"Camouflaged Predator","Unknown","Various","nemesis","Various","Various"
"Vine Snare","Unknown","Various","nemesis","Various","Various"
"Final Gasp","Unknown","undefined","nemesis","40","abyssal, rare_minion, unusable_corpse, undeletable_corpse, legion_monster, no_final_gasp, rare, default"
"Light Bolt","Unknown","undefined","nemesis","25","rare, default"
"Inferno Bolt","Unknown","undefined","nemesis","25","rare, default"
"Lightning Mirage","Unknown","Various","nemesis","Various","Various"
"Snow Bolt","Unknown","undefined","nemesis","25","rare, default"
"Ossified","Unknown","Summons Skeletons","prefix","2","default"
"Menacing","Unknown","Guarded by (1-2) packs of Rare Monsters","prefix","35","strongbox_robot_rare_guard, default"
"Intimidating","Unknown","Guarded by (2-4) packs of Magic Monsters","prefix","10","strongbox_robot_rare_guard, default"
"Crowded","Unknown","Guarded by (4-8) packs of Monsters","prefix","1","strongbox_robot_rare_guard, default"
"Contested","Unknown","Guarded by a Rogue Exile","prefix","12","default"
"Reaper's","Unknown","Revives nearby dead Monsters with Onslaught","prefix","1","default"
"Putrifying","Unknown","Detonates nearby corpses","prefix","4","default"
"Whispering","Unknown","Casts a random Hex [Curse] Spell when activated","prefix","15","default"
"Scorched","Unknown","Summons Volatile Crags<br>(10-20)% more Rarity of Contained Items","prefix","1","strongbox_robot_rare_guard, default"
"Vibrating","Unknown","Casts Lightning Storms<br>(10-20)% more Rarity of Contained Items","prefix","1","strongbox_robot_rare_guard, default"
"Contaminated","Unknown","Spreads Caustic Ground","prefix","8","default"
"Unstable","Unknown","Explodes","prefix","1","default"
"Catarina's","Unknown","+1 to Level of Socketed Support Gems","prefix","1","default"
"Vital","Unknown","+(55-64) to maximum Life","unique","36",""
"Scalding","Unknown","(20-24)% increased [Fire] Damage","unique","1",""
"Yearning","Unknown","Various","unique","Various","Various"
"of Fearlessness","Unknown","(5-20)% increased maximum [EnergyShield|Energy Shield]","suffix","50","default"
"of Blurring","Unknown","(5-20)% increased [Evasion|Evasion Rating]","suffix","50","default"
"of Reinforcement","Unknown","(5-20)% increased [Armour]","suffix","50","default"
"Tora's","Unknown","25% chance to cause [Bleeding|Bleeding] on [HitDamage|Hit]","prefix","1","default"
"Vagan's","Unknown","[Accuracy|Always Hits]","prefix","1","default"
"Kirac's","Unknown","Various","prefix","Various","Various"
"of Prefixes","Unknown","Prefixes Cannot Be Changed","suffix","1",""
"Suffixed","Unknown","Suffixes Cannot Be Changed","prefix","1",""
"of Spellcraft","Unknown","Cannot roll [Attack] Modifiers","suffix","1",""
"of Weaponcraft","Unknown","Cannot roll Caster Modifiers","suffix","1",""
"of Crafting","Unknown","Can have up to 3 Crafted Modifiers","suffix","1",""
"Turncoat's","Unknown","Damage [Penetration|Penetrates] (6-10)% [Resistances|Lightning Resistance]","prefix","60","default"
"Betrayer's","Unknown","Damage [Penetration|Penetrates] (6-10)% [Resistances|Fire Resistance]","prefix","60","default"
"Deceiver's","Unknown","Various","prefix","Various","Various"
"Flame Bearers","Unknown","undefined","bloodlines","1","default"
"Frost Bearers","Unknown","undefined","bloodlines","1","default"
"Storm Bearers","Unknown","undefined","bloodlines","1","default"
"Necrovigil","Unknown","undefined","bloodlines","1","default"
"Unnamed Bloodline Mod","Unknown","undefined","bloodlines","1","default"
"Storm Cultist's Touch","Unknown","undefined","torment","1","default"
"Storm Cultist's Grip","Unknown","undefined","torment","1","default"
"Blasphemer's Touch","Unknown","undefined","torment","1","default"
"Blasphemer's Grip","Unknown","undefined","torment","1","default"
"Necromancer's Touch","Unknown","undefined","torment","1","default"
"Necromancer's Grip","Unknown","undefined","torment","1","default"
"Arsonist's Touch","Unknown","undefined","torment","1","default"
"Arsonist's Grip","Unknown","undefined","torment","1","default"
"Alchemist's Touch","Unknown","undefined","torment","1","default"
"Alchemist's Grip","Unknown","undefined","torment","1","default"
"Vaal Cultist's Touch","Unknown","undefined","torment","1","default"
"Vaal Cultist's Grip","Unknown","undefined","torment","1","default"
"Charlatan's Touch","Unknown","undefined","torment","1","default"
"Charlatan's Grip","Unknown","undefined","torment","1","default"
"Thug's Touch","Unknown","undefined","torment","1","default"
"Thug's Grip","Unknown","undefined","torment","1","default"
"Rogue's Touch","Unknown","undefined","torment","1","default"
"Rogue's Grip","Unknown","undefined","torment","1","default"
"Fisherman's Touch","Unknown","undefined","torment","1","default"
"Fisherman's Grip","Unknown","undefined","torment","1","default"
"Seditionist's Touch","Unknown","undefined","torment","1","default"
"Seditionist's Grip","Unknown","undefined","torment","1","default"
"Cutthroat's Touch","Unknown","undefined","torment","1","default"
"Cutthroat's Grip","Unknown","undefined","torment","1","default"
"Thief's Touch","Unknown","undefined","torment","1","default"
"Thief's Grip","Unknown","undefined","torment","1","default"
"Spy's Touch","Unknown","undefined","torment","1","default"
"Spy's Grip","Unknown","undefined","torment","1","default"
"Cannibal's Touch","Unknown","undefined","torment","1","default"
"Cannibal's Grip","Unknown","undefined","torment","1","default"
"Martyr's Touch","Unknown","undefined","torment","1","default"
"Martyr's Grip","Unknown","undefined","torment","1","default"
"Mutilator's Touch","Unknown","undefined","torment","1","default"
"Mutilator's Grip","Unknown","undefined","torment","1","default"
"Embezzler's Touch","Unknown","undefined","torment","1","default"
"Embezzler's Grip","Unknown","undefined","torment","1","default"
"Forger's Touch","Unknown","undefined","torment","1","default"
"Forger's Grip","Unknown","undefined","torment","1","default"
"Warlord's Touch","Unknown","undefined","torment","1","default"
"Warlord's Grip","Unknown","undefined","torment","1","default"
"Aurora Cultist's Touch","Unknown","undefined","torment","1","default"
"Aurora Cultist's Grip","Unknown","undefined","torment","1","default"
"Smuggler's Touch","Unknown","undefined","torment","1","default"
"Smuggler's Grip","Unknown","undefined","torment","1","default"
"Shavronne's Touch","Unknown","undefined","torment","1","default"
"Shavronne's Grip","Unknown","undefined","torment","1","default"
"Bootlegger's Touch","Unknown","undefined","torment","1",""
"Bootlegger's Grip","Unknown","undefined","torment","1",""
"Buccaneer's Touch","Unknown","undefined","torment","1",""
"Buccaneer's Grip","Unknown","undefined","torment","1",""
"Miner's Touch","Unknown","undefined","torment","1",""
"Miner's Grip","Unknown","undefined","torment","1",""
"Legacy of Zeal","Unknown","undefined","bloodlines","1",""
"Legacy of Vigour","Unknown","undefined","bloodlines","1",""
"Mark of Cannibalism","Unknown","Various","bloodlines","Various","Various"
"Flaring Pulseblood","Unknown","undefined","bloodlines","1",""
"Rime Pulseblood","Unknown","undefined","bloodlines","1",""
"Static Pulseblood","Unknown","undefined","bloodlines","1",""
"Living Blood","Unknown","undefined","bloodlines","1",""
"Thornflesh","Unknown","undefined","bloodlines","1",""
"Shared Boon","Unknown","undefined","bloodlines","1",""
"Cult of the Elements","Unknown","undefined","bloodlines","1",""
"Order of the Frozen Sky","Unknown","undefined","bloodlines","1",""
"Heralds of the Obelisk","Unknown","undefined","bloodlines","1",""
"Spirit Walkers","Unknown","undefined","bloodlines","1",""
"Bearers of the Guardian","Unknown","undefined","bloodlines","1",""
"Phylacteral Link","Unknown","undefined","bloodlines","1",""
"Keepers of the Trove","Unknown","undefined","bloodlines","1","no_forced_item_drops"
"Corrupted Bloodline","Unknown","undefined","bloodlines","1",""
"Voidspawn of Abaxoth","Unknown","undefined","bloodlines","1",""
"of Transmogrification","Unknown","Transmogrification","tempest","1",""
"of Animation","Unknown","Living Weapons","tempest","1",""
"of Superiority","Unknown","undefined","tempest","1",""
"of Stoicism","Unknown","(16-20)% chance to Avoid Elemental Ailments","suffix","23","default"
"of Resolve","Unknown","Various","suffix","Various","Various"
